Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-05-05,1,,,524,,
Shropshire,E06000051,Upper tier local authority,2020-05-05,0,,,552,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-05-05,0,,,881,,
Cheshire East,E06000049,Upper tier local authority,2020-05-05,0,,,953,,
County Durham,E06000047,Upper tier local authority,2020-05-05,0,,,1572,,
Isle of Wight,E06000046,Upper tier local authority,2020-05-05,0,,,146,,
Southampton,E06000045,Upper tier local authority,2020-05-05,0,,,513,,
Portsmouth,E06000044,Upper tier local authority,2020-05-05,0,,,297,,
Brighton and Hove,E06000043,Upper tier local authority,2020-05-05,0,,,390,,
Milton Keynes,E06000042,Upper tier local authority,2020-05-05,0,,,484,,
Wokingham,E06000041,Upper tier local authority,2020-05-05,0,,,401,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-05-05,0,,,264,,
Slough,E06000039,Upper tier local authority,2020-05-05,0,,,419,,
Reading,E06000038,Upper tier local authority,2020-05-05,0,,,514,,
West Berkshire,E06000037,Upper tier local authority,2020-05-05,0,,,335,,
Bracknell Forest,E06000036,Upper tier local authority,2020-05-05,0,,,225,,
Medway,E06000035,Upper tier local authority,2020-05-05,0,,,654,,
Thurrock,E06000034,Upper tier local authority,2020-05-05,0,,,292,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-05-05,0,,,305,,
Luton,E06000032,Upper tier local authority,2020-05-05,0,,,628,,
Peterborough,E06000031,Upper tier local authority,2020-05-05,0,,,278,,
Swindon,E06000030,Upper tier local authority,2020-05-05,0,,,388,,
Torbay,E06000027,Upper tier local authority,2020-05-05,0,,,209,,
Plymouth,E06000026,Upper tier local authority,2020-05-05,1,,,309,,
South Gloucestershire,E06000025,Upper tier local authority,2020-05-05,0,,,361,,
North Somerset,E06000024,Upper tier local authority,2020-05-05,0,,,258,,
"Bristol, City of",E06000023,Upper tier local authority,2020-05-05,0,,,640,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-05-05,0,,,219,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-05-05,1,,,540,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-05-05,0,,,289,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-05-05,0,,,329,,
Nottingham,E06000018,Upper tier local authority,2020-05-05,0,,,551,,
Rutland,E06000017,Upper tier local authority,2020-05-05,0,,,23,,
Leicester,E06000016,Upper tier local authority,2020-05-05,0,,,714,,
Derby,E06000015,Upper tier local authority,2020-05-05,0,,,508,,
York,E06000014,Upper tier local authority,2020-05-05,7,,,348,,
North Lincolnshire,E06000013,Upper tier local authority,2020-05-05,0,,,409,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-05-05,0,,,137,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-05-05,2,,,682,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-05-05,0,,,534,,
Blackpool,E06000009,Upper tier local authority,2020-05-05,0,,,483,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-05-05,0,,,339,,
Warrington,E06000007,Upper tier local authority,2020-05-05,0,,,650,,
Halton,E06000006,Upper tier local authority,2020-05-05,0,,,335,,
Darlington,E06000005,Upper tier local authority,2020-05-05,0,,,306,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-05-05,0,,,380,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-05-05,0,,,337,,
Middlesbrough,E06000002,Upper tier local authority,2020-05-05,0,,,589,,
Hartlepool,E06000001,Upper tier local authority,2020-05-05,0,,,216,,
England,E92000001,Nation,2020-05-04,507,92,415,129756,128188,1568
South West,E12000009,Region,2020-05-04,25,,,6723,,
South East,E12000008,Region,2020-05-04,69,,,18500,,
London,E12000007,Region,2020-05-04,53,,,25355,,
East of England,E12000006,Region,2020-05-04,35,,,11389,,
West Midlands,E12000005,Region,2020-05-04,37,,,14146,,
East Midlands,E12000004,Region,2020-05-04,57,,,7289,,
Yorkshire and The Humber,E12000003,Region,2020-05-04,102,,,11459,,
North West,E12000002,Region,2020-05-04,65,,,20998,,
North East,E12000001,Region,2020-05-04,38,,,8395,,
West Sussex,E10000032,Upper tier local authority,2020-05-04,6,,,1211,,
Warwickshire,E10000031,Upper tier local authority,2020-05-04,2,,,1255,,
Suffolk,E10000029,Upper tier local authority,2020-05-04,5,,,1158,,
Staffordshire,E10000028,Upper tier local authority,2020-05-04,11,,,1861,,
Somerset,E10000027,Upper tier local authority,2020-05-04,9,,,549,,
Nottinghamshire,E10000024,Upper tier local authority,2020-05-04,5,,,1178,,
North Yorkshire,E10000023,Upper tier local authority,2020-05-04,15,,,1071,,
Northamptonshire,E10000021,Upper tier local authority,2020-05-04,5,,,1071,,
Norfolk,E10000020,Upper tier local authority,2020-05-04,12,,,1733,,
Lincolnshire,E10000019,Upper tier local authority,2020-05-04,7,,,896,,
Leicestershire,E10000018,Upper tier local authority,2020-05-04,10,,,994,,
Lancashire,E10000017,Upper tier local authority,2020-05-04,6,,,3010,,
Kent,E10000016,Upper tier local authority,2020-05-04,21,,,3911,,
Hertfordshire,E10000015,Upper tier local authority,2020-05-04,3,,,2434,,
Hampshire,E10000014,Upper tier local authority,2020-05-04,20,,,2939,,
Essex,E10000012,Upper tier local authority,2020-05-04,8,,,2725,,
East Sussex,E10000011,Upper tier local authority,2020-05-04,7,,,623,,
Devon,E10000008,Upper tier local authority,2020-05-04,3,,,752,,
Derbyshire,E10000007,Upper tier local authority,2020-05-04,7,,,1354,,
Cumbria,E10000006,Upper tier local authority,2020-05-04,2,,,2012,,
Cambridgeshire,E10000003,Upper tier local authority,2020-05-04,4,,,843,,
Wandsworth,E09000032,Upper tier local authority,2020-05-04,1,,,946,,
Waltham Forest,E09000031,Upper tier local authority,2020-05-04,3,,,732,,
Tower Hamlets,E09000030,Upper tier local authority,2020-05-04,1,,,608,,
Southwark,E09000028,Upper tier local authority,2020-05-04,2,,,1220,,
Redbridge,E09000026,Upper tier local authority,2020-05-04,4,,,701,,
Newham,E09000025,Upper tier local authority,2020-05-04,5,,,964,,
Merton,E09000024,Upper tier local authority,2020-05-04,1,,,661,,
Lewisham,E09000023,Upper tier local authority,2020-05-04,3,,,944,,
Lambeth,E09000022,Upper tier local authority,2020-05-04,3,,,1160,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-05-04,1,,,475,,
Hounslow,E09000018,Upper tier local authority,2020-05-04,2,,,680,,
Harrow,E09000015,Upper tier local authority,2020-05-04,7,,,958,,
Haringey,E09000014,Upper tier local authority,2020-05-04,1,,,561,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-05-04,1,,,630,,
Hackney,E09000012,Upper tier local authority,2020-05-04,1,,,615,,
Greenwich,E09000011,Upper tier local authority,2020-05-04,1,,,654,,
Enfield,E09000010,Upper tier local authority,2020-05-04,3,,,848,,
Ealing,E09000009,Upper tier local authority,2020-05-04,1,,,1105,,
Bromley,E09000006,Upper tier local authority,2020-05-04,1,,,1116,,
Brent,E09000005,Upper tier local authority,2020-05-04,1,,,1389,,
Bexley,E09000004,Upper tier local authority,2020-05-04,1,,,646,,
Barnet,E09000003,Upper tier local authority,2020-05-04,6,,,1233,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-05-04,3,,,465,,
Gateshead,E08000037,Upper tier local authority,2020-05-04,6,,,888,,
Wakefield,E08000036,Upper tier local authority,2020-05-04,4,,,577,,
Leeds,E08000035,Upper tier local authority,2020-05-04,14,,,1534,,
Kirklees,E08000034,Upper tier local authority,2020-05-04,7,,,627,,
Calderdale,E08000033,Upper tier local authority,2020-05-04,3,,,260,,
Bradford,E08000032,Upper tier local authority,2020-05-04,25,,,1022,,
Wolverhampton,E08000031,Upper tier local authority,2020-05-04,3,,,893,,
Walsall,E08000030,Upper tier local authority,2020-05-04,1,,,1021,,
Solihull,E08000029,Upper tier local authority,2020-05-04,1,,,591,,
Dudley,E08000027,Upper tier local authority,2020-05-04,5,,,855,,
Birmingham,E08000025,Upper tier local authority,2020-05-04,2,,,2977,,
Sunderland,E08000024,Upper tier local authority,2020-05-04,4,,,1227,,
South Tyneside,E08000023,Upper tier local authority,2020-05-04,2,,,611,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-05-04,6,,,955,,
Rotherham,E08000018,Upper tier local authority,2020-05-04,8,,,768,,
Barnsley,E08000016,Upper tier local authority,2020-05-04,4,,,709,,
Sefton,E08000014,Upper tier local authority,2020-05-04,4,,,846,,
Liverpool,E08000012,Upper tier local authority,2020-05-04,8,,,1497,,
Knowsley,E08000011,Upper tier local authority,2020-05-04,2,,,583,,
Wigan,E08000010,Upper tier local authority,2020-05-04,1,,,828,,
Trafford,E08000009,Upper tier local authority,2020-05-04,3,,,644,,
Tameside,E08000008,Upper tier local authority,2020-05-04,2,,,504,,
Stockport,E08000007,Upper tier local authority,2020-05-04,1,,,907,,
Rochdale,E08000005,Upper tier local authority,2020-05-04,6,,,566,,
Oldham,E08000004,Upper tier local authority,2020-05-04,2,,,808,,
Manchester,E08000003,Upper tier local authority,2020-05-04,3,,,1204,,
Bury,E08000002,Upper tier local authority,2020-05-04,5,,,590,,
Bolton,E08000001,Upper tier local authority,2020-05-04,2,,,842,,
Dorset,E06000059,Upper tier local authority,2020-05-04,3,,,340,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-05-04,1,,,441,,
Northumberland,E06000057,Upper tier local authority,2020-05-04,3,,,819,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-05-04,4,,,523,,
Shropshire,E06000051,Upper tier local authority,2020-05-04,1,,,552,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-05-04,4,,,881,,
Cheshire East,E06000049,Upper tier local authority,2020-05-04,12,,,953,,
County Durham,E06000047,Upper tier local authority,2020-05-04,13,,,1572,,
Isle of Wight,E06000046,Upper tier local authority,2020-05-04,2,,,146,,
Southampton,E06000045,Upper tier local authority,2020-05-04,10,,,513,,
Portsmouth,E06000044,Upper tier local authority,2020-05-04,1,,,297,,
Brighton and Hove,E06000043,Upper tier local authority,2020-05-04,2,,,390,,
Peterborough,E06000031,Upper tier local authority,2020-05-04,3,,,278,,
Plymouth,E06000026,Upper tier local authority,2020-05-04,2,,,308,,
"Bristol, City of",E06000023,Upper tier local authority,2020-05-04,3,,,640,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-05-04,7,,,539,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-05-04,4,,,329,,
Nottingham,E06000018,Upper tier local authority,2020-05-04,9,,,551,,
Rutland,E06000017,Upper tier local authority,2020-05-04,1,,,23,,
Leicester,E06000016,Upper tier local authority,2020-05-04,13,,,714,,
York,E06000014,Upper tier local authority,2020-05-04,11,,,341,,
North Lincolnshire,E06000013,Upper tier local authority,2020-05-04,1,,,409,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-05-04,5,,,680,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-05-04,5,,,534,,
Blackpool,E06000009,Upper tier local authority,2020-05-04,2,,,483,,
Darlington,E06000005,Upper tier local authority,2020-05-04,3,,,306,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-05-04,1,,,337,,
England,E92000001,Nation,2020-05-03,779,393,386,129249,128096,1153
South West,E12000009,Region,2020-05-03,57,,,6698,,
South East,E12000008,Region,2020-05-03,118,,,18431,,
London,E12000007,Region,2020-05-03,57,,,25302,,
East of England,E12000006,Region,2020-05-03,74,,,11354,,
West Midlands,E12000005,Region,2020-05-03,106,,,14109,,
East Midlands,E12000004,Region,2020-05-03,26,,,7232,,
Yorkshire and The Humber,E12000003,Region,2020-05-03,98,,,11357,,
North West,E12000002,Region,2020-05-03,176,,,20933,,
North East,E12000001,Region,2020-05-03,56,,,8357,,
Worcestershire,E10000034,Upper tier local authority,2020-05-03,4,,,1207,,
West Sussex,E10000032,Upper tier local authority,2020-05-03,7,,,1205,,
Warwickshire,E10000031,Upper tier local authority,2020-05-03,9,,,1253,,
Surrey,E10000030,Upper tier local authority,2020-05-03,14,,,2677,,
Suffolk,E10000029,Upper tier local authority,2020-05-03,5,,,1153,,
Staffordshire,E10000028,Upper tier local authority,2020-05-03,11,,,1850,,
Somerset,E10000027,Upper tier local authority,2020-05-03,3,,,540,,
Oxfordshire,E10000025,Upper tier local authority,2020-05-03,2,,,1633,,
Nottinghamshire,E10000024,Upper tier local authority,2020-05-03,3,,,1173,,
North Yorkshire,E10000023,Upper tier local authority,2020-05-03,16,,,1056,,
Northamptonshire,E10000021,Upper tier local authority,2020-05-03,2,,,1066,,
Norfolk,E10000020,Upper tier local authority,2020-05-03,45,,,1721,,
Lincolnshire,E10000019,Upper tier local authority,2020-05-03,6,,,889,,
Leicestershire,E10000018,Upper tier local authority,2020-05-03,5,,,984,,
Lancashire,E10000017,Upper tier local authority,2020-05-03,34,,,3004,,
Kent,E10000016,Upper tier local authority,2020-05-03,32,,,3890,,
Hertfordshire,E10000015,Upper tier local authority,2020-05-03,2,,,2431,,
Hampshire,E10000014,Upper tier local authority,2020-05-03,15,,,2919,,
Gloucestershire,E10000013,Upper tier local authority,2020-05-03,7,,,1268,,
Essex,E10000012,Upper tier local authority,2020-05-03,12,,,2717,,
East Sussex,E10000011,Upper tier local authority,2020-05-03,13,,,616,,
Devon,E10000008,Upper tier local authority,2020-05-03,11,,,749,,
Derbyshire,E10000007,Upper tier local authority,2020-05-03,4,,,1347,,
Cumbria,E10000006,Upper tier local authority,2020-05-03,5,,,2010,,
Cambridgeshire,E10000003,Upper tier local authority,2020-05-03,3,,,839,,
Buckinghamshire,E10000002,Upper tier local authority,2020-05-03,4,,,864,,
Wandsworth,E09000032,Upper tier local authority,2020-05-03,2,,,945,,
Tower Hamlets,E09000030,Upper tier local authority,2020-05-03,2,,,607,,
Southwark,E09000028,Upper tier local authority,2020-05-03,2,,,1218,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-05-03,1,,,384,,
Redbridge,E09000026,Upper tier local authority,2020-05-03,2,,,697,,
Newham,E09000025,Upper tier local authority,2020-05-03,2,,,959,,
Lewisham,E09000023,Upper tier local authority,2020-05-03,5,,,941,,
Lambeth,E09000022,Upper tier local authority,2020-05-03,2,,,1157,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-05-03,1,,,474,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-05-03,1,,,473,,
Islington,E09000019,Upper tier local authority,2020-05-03,3,,,425,,
Hounslow,E09000018,Upper tier local authority,2020-05-03,2,,,678,,
Hillingdon,E09000017,Upper tier local authority,2020-05-03,1,,,738,,
Havering,E09000016,Upper tier local authority,2020-05-03,3,,,662,,
Harrow,E09000015,Upper tier local authority,2020-05-03,1,,,951,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-05-03,1,,,629,,
Hackney,E09000012,Upper tier local authority,2020-05-03,1,,,614,,
Enfield,E09000010,Upper tier local authority,2020-05-03,1,,,845,,
Ealing,E09000009,Upper tier local authority,2020-05-03,2,,,1104,,
Croydon,E09000008,Upper tier local authority,2020-05-03,3,,,1430,,
Bromley,E09000006,Upper tier local authority,2020-05-03,8,,,1115,,
Brent,E09000005,Upper tier local authority,2020-05-03,3,,,1388,,
Bexley,E09000004,Upper tier local authority,2020-05-03,3,,,645,,
Barnet,E09000003,Upper tier local authority,2020-05-03,3,,,1227,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-05-03,2,,,462,,
Gateshead,E08000037,Upper tier local authority,2020-05-03,5,,,882,,
Wakefield,E08000036,Upper tier local authority,2020-05-03,7,,,573,,
Leeds,E08000035,Upper tier local authority,2020-05-03,9,,,1520,,
Kirklees,E08000034,Upper tier local authority,2020-05-03,5,,,620,,
Bradford,E08000032,Upper tier local authority,2020-05-03,21,,,997,,
Wolverhampton,E08000031,Upper tier local authority,2020-05-03,7,,,890,,
Solihull,E08000029,Upper tier local authority,2020-05-03,2,,,590,,
Sandwell,E08000028,Upper tier local authority,2020-05-03,8,,,1057,,
Dudley,E08000027,Upper tier local authority,2020-05-03,8,,,850,,
Coventry,E08000026,Upper tier local authority,2020-05-03,12,,,720,,
Birmingham,E08000025,Upper tier local authority,2020-05-03,17,,,2975,,
Sunderland,E08000024,Upper tier local authority,2020-05-03,7,,,1223,,
South Tyneside,E08000023,Upper tier local authority,2020-05-03,7,,,609,,
North Tyneside,E08000022,Upper tier local authority,2020-05-03,2,,,495,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-05-03,3,,,949,,
Sheffield,E08000019,Upper tier local authority,2020-05-03,1,,,2250,,
Barnsley,E08000016,Upper tier local authority,2020-05-03,2,,,705,,
Wirral,E08000015,Upper tier local authority,2020-05-03,12,,,1067,,
Sefton,E08000014,Upper tier local authority,2020-05-03,4,,,842,,
St. Helens,E08000013,Upper tier local authority,2020-05-03,1,,,681,,
Liverpool,E08000012,Upper tier local authority,2020-05-03,9,,,1489,,
Knowsley,E08000011,Upper tier local authority,2020-05-03,4,,,581,,
Wigan,E08000010,Upper tier local authority,2020-05-03,8,,,827,,
Trafford,E08000009,Upper tier local authority,2020-05-03,4,,,641,,
Tameside,E08000008,Upper tier local authority,2020-05-03,13,,,502,,
Stockport,E08000007,Upper tier local authority,2020-05-03,12,,,906,,
Salford,E08000006,Upper tier local authority,2020-05-03,10,,,768,,
Rochdale,E08000005,Upper tier local authority,2020-05-03,4,,,560,,
Oldham,E08000004,Upper tier local authority,2020-05-03,11,,,806,,
Manchester,E08000003,Upper tier local authority,2020-05-03,9,,,1201,,
Bury,E08000002,Upper tier local authority,2020-05-03,8,,,585,,
Bolton,E08000001,Upper tier local authority,2020-05-03,2,,,840,,
Dorset,E06000059,Upper tier local authority,2020-05-03,2,,,337,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-05-03,4,,,440,,
Northumberland,E06000057,Upper tier local authority,2020-05-03,6,,,816,,
Wiltshire,E06000054,Upper tier local authority,2020-05-03,2,,,467,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-05-03,9,,,519,,
Shropshire,E06000051,Upper tier local authority,2020-05-03,11,,,551,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-05-03,10,,,877,,
Cheshire East,E06000049,Upper tier local authority,2020-05-03,7,,,941,,
County Durham,E06000047,Upper tier local authority,2020-05-03,14,,,1559,,
Isle of Wight,E06000046,Upper tier local authority,2020-05-03,1,,,144,,
Southampton,E06000045,Upper tier local authority,2020-05-03,7,,,503,,
Portsmouth,E06000044,Upper tier local authority,2020-05-03,1,,,296,,
Brighton and Hove,E06000043,Upper tier local authority,2020-05-03,2,,,388,,
Milton Keynes,E06000042,Upper tier local authority,2020-05-03,4,,,484,,
Wokingham,E06000041,Upper tier local authority,2020-05-03,3,,,401,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-05-03,1,,,264,,
Slough,E06000039,Upper tier local authority,2020-05-03,2,,,419,,
Reading,E06000038,Upper tier local authority,2020-05-03,7,,,514,,
Bracknell Forest,E06000036,Upper tier local authority,2020-05-03,3,,,225,,
Peterborough,E06000031,Upper tier local authority,2020-05-03,7,,,275,,
Swindon,E06000030,Upper tier local authority,2020-05-03,1,,,388,,
Torbay,E06000027,Upper tier local authority,2020-05-03,3,,,209,,
Plymouth,E06000026,Upper tier local authority,2020-05-03,6,,,306,,
South Gloucestershire,E06000025,Upper tier local authority,2020-05-03,3,,,361,,
"Bristol, City of",E06000023,Upper tier local authority,2020-05-03,4,,,637,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-05-03,2,,,219,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-05-03,9,,,532,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-05-03,4,,,289,,
