Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Peterborough,E06000031,Upper tier local authority,2020-05-06,0,,,284,,
Swindon,E06000030,Upper tier local authority,2020-05-06,0,,,392,,
Torbay,E06000027,Upper tier local authority,2020-05-06,0,,,209,,
Plymouth,E06000026,Upper tier local authority,2020-05-06,0,,,317,,
South Gloucestershire,E06000025,Upper tier local authority,2020-05-06,0,,,366,,
North Somerset,E06000024,Upper tier local authority,2020-05-06,0,,,276,,
"Bristol, City of",E06000023,Upper tier local authority,2020-05-06,0,,,651,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-05-06,0,,,220,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-05-06,2,,,558,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-05-06,0,,,299,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-05-06,0,,,335,,
Nottingham,E06000018,Upper tier local authority,2020-05-06,0,,,562,,
Rutland,E06000017,Upper tier local authority,2020-05-06,0,,,24,,
Leicester,E06000016,Upper tier local authority,2020-05-06,0,,,723,,
Derby,E06000015,Upper tier local authority,2020-05-06,1,,,516,,
York,E06000014,Upper tier local authority,2020-05-06,3,,,362,,
North Lincolnshire,E06000013,Upper tier local authority,2020-05-06,0,,,414,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-05-06,0,,,138,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-05-06,4,,,701,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-05-06,1,,,552,,
Blackpool,E06000009,Upper tier local authority,2020-05-06,0,,,489,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-05-06,0,,,345,,
Warrington,E06000007,Upper tier local authority,2020-05-06,0,,,658,,
Halton,E06000006,Upper tier local authority,2020-05-06,0,,,338,,
Darlington,E06000005,Upper tier local authority,2020-05-06,0,,,319,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-05-06,0,,,409,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-05-06,0,,,345,,
Middlesbrough,E06000002,Upper tier local authority,2020-05-06,0,,,600,,
Hartlepool,E06000001,Upper tier local authority,2020-05-06,0,,,226,,
England,E92000001,Nation,2020-05-05,562,43,519,131840,129799,2041
South West,E12000009,Region,2020-05-05,34,,,6822,,
South East,E12000008,Region,2020-05-05,61,,,18684,,
London,E12000007,Region,2020-05-05,43,,,25494,,
East of England,E12000006,Region,2020-05-05,51,,,11630,,
West Midlands,E12000005,Region,2020-05-05,64,,,14346,,
East Midlands,E12000004,Region,2020-05-05,44,,,7377,,
Yorkshire and The Humber,E12000003,Region,2020-05-05,113,,,11716,,
North West,E12000002,Region,2020-05-05,55,,,21598,,
North East,E12000001,Region,2020-05-05,80,,,8630,,
Worcestershire,E10000034,Upper tier local authority,2020-05-05,1,,,1219,,
Warwickshire,E10000031,Upper tier local authority,2020-05-05,2,,,1267,,
Surrey,E10000030,Upper tier local authority,2020-05-05,1,,,2693,,
Suffolk,E10000029,Upper tier local authority,2020-05-05,4,,,1209,,
Staffordshire,E10000028,Upper tier local authority,2020-05-05,26,,,1900,,
Somerset,E10000027,Upper tier local authority,2020-05-05,3,,,556,,
Oxfordshire,E10000025,Upper tier local authority,2020-05-05,4,,,1652,,
Nottinghamshire,E10000024,Upper tier local authority,2020-05-05,7,,,1194,,
North Yorkshire,E10000023,Upper tier local authority,2020-05-05,9,,,1096,,
Northamptonshire,E10000021,Upper tier local authority,2020-05-05,7,,,1081,,
Norfolk,E10000020,Upper tier local authority,2020-05-05,26,,,1789,,
Lincolnshire,E10000019,Upper tier local authority,2020-05-05,2,,,903,,
Leicestershire,E10000018,Upper tier local authority,2020-05-05,6,,,1005,,
Lancashire,E10000017,Upper tier local authority,2020-05-05,2,,,3055,,
Kent,E10000016,Upper tier local authority,2020-05-05,20,,,3968,,
Hertfordshire,E10000015,Upper tier local authority,2020-05-05,4,,,2465,,
Hampshire,E10000014,Upper tier local authority,2020-05-05,16,,,2963,,
Gloucestershire,E10000013,Upper tier local authority,2020-05-05,3,,,1292,,
Essex,E10000012,Upper tier local authority,2020-05-05,15,,,2778,,
East Sussex,E10000011,Upper tier local authority,2020-05-05,10,,,634,,
Devon,E10000008,Upper tier local authority,2020-05-05,2,,,755,,
Derbyshire,E10000007,Upper tier local authority,2020-05-05,7,,,1370,,
Cumbria,E10000006,Upper tier local authority,2020-05-05,21,,,2047,,
Cambridgeshire,E10000003,Upper tier local authority,2020-05-05,1,,,868,,
Westminster,E09000033,Upper tier local authority,2020-05-05,1,,,634,,
Wandsworth,E09000032,Upper tier local authority,2020-05-05,2,,,950,,
Waltham Forest,E09000031,Upper tier local authority,2020-05-05,3,,,738,,
Tower Hamlets,E09000030,Upper tier local authority,2020-05-05,1,,,610,,
Southwark,E09000028,Upper tier local authority,2020-05-05,2,,,1226,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-05-05,2,,,389,,
Redbridge,E09000026,Upper tier local authority,2020-05-05,2,,,704,,
Newham,E09000025,Upper tier local authority,2020-05-05,4,,,966,,
Lambeth,E09000022,Upper tier local authority,2020-05-05,1,,,1162,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-05-05,1,,,475,,
Islington,E09000019,Upper tier local authority,2020-05-05,1,,,428,,
Hillingdon,E09000017,Upper tier local authority,2020-05-05,2,,,744,,
Havering,E09000016,Upper tier local authority,2020-05-05,3,,,670,,
Harrow,E09000015,Upper tier local authority,2020-05-05,2,,,966,,
Haringey,E09000014,Upper tier local authority,2020-05-05,1,,,562,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-05-05,1,,,636,,
Hackney,E09000012,Upper tier local authority,2020-05-05,3,,,619,,
Greenwich,E09000011,Upper tier local authority,2020-05-05,2,,,660,,
Enfield,E09000010,Upper tier local authority,2020-05-05,2,,,850,,
Camden,E09000007,Upper tier local authority,2020-05-05,1,,,589,,
Bromley,E09000006,Upper tier local authority,2020-05-05,4,,,1132,,
Bexley,E09000004,Upper tier local authority,2020-05-05,1,,,653,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-05-05,1,,,466,,
Gateshead,E08000037,Upper tier local authority,2020-05-05,10,,,914,,
Wakefield,E08000036,Upper tier local authority,2020-05-05,10,,,588,,
Leeds,E08000035,Upper tier local authority,2020-05-05,13,,,1553,,
Kirklees,E08000034,Upper tier local authority,2020-05-05,6,,,635,,
Calderdale,E08000033,Upper tier local authority,2020-05-05,2,,,262,,
Bradford,E08000032,Upper tier local authority,2020-05-05,9,,,1033,,
Walsall,E08000030,Upper tier local authority,2020-05-05,3,,,1025,,
Dudley,E08000027,Upper tier local authority,2020-05-05,1,,,862,,
Birmingham,E08000025,Upper tier local authority,2020-05-05,4,,,3011,,
Sunderland,E08000024,Upper tier local authority,2020-05-05,12,,,1262,,
South Tyneside,E08000023,Upper tier local authority,2020-05-05,10,,,630,,
North Tyneside,E08000022,Upper tier local authority,2020-05-05,7,,,503,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-05-05,12,,,973,,
Sheffield,E08000019,Upper tier local authority,2020-05-05,17,,,2297,,
Rotherham,E08000018,Upper tier local authority,2020-05-05,2,,,781,,
Doncaster,E08000017,Upper tier local authority,2020-05-05,13,,,580,,
Barnsley,E08000016,Upper tier local authority,2020-05-05,9,,,732,,
Wirral,E08000015,Upper tier local authority,2020-05-05,2,,,1075,,
Liverpool,E08000012,Upper tier local authority,2020-05-05,1,,,1500,,
Knowsley,E08000011,Upper tier local authority,2020-05-05,1,,,591,,
Trafford,E08000009,Upper tier local authority,2020-05-05,1,,,658,,
Stockport,E08000007,Upper tier local authority,2020-05-05,3,,,927,,
Salford,E08000006,Upper tier local authority,2020-05-05,1,,,844,,
Oldham,E08000004,Upper tier local authority,2020-05-05,2,,,886,,
Manchester,E08000003,Upper tier local authority,2020-05-05,7,,,1257,,
Bury,E08000002,Upper tier local authority,2020-05-05,1,,,628,,
Bolton,E08000001,Upper tier local authority,2020-05-05,3,,,865,,
Dorset,E06000059,Upper tier local authority,2020-05-05,1,,,343,,
Northumberland,E06000057,Upper tier local authority,2020-05-05,6,,,832,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-05-05,1,,,521,,
Wiltshire,E06000054,Upper tier local authority,2020-05-05,3,,,475,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-05-05,6,,,529,,
Shropshire,E06000051,Upper tier local authority,2020-05-05,6,,,571,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-05-05,1,,,890,,
Cheshire East,E06000049,Upper tier local authority,2020-05-05,9,,,966,,
County Durham,E06000047,Upper tier local authority,2020-05-05,16,,,1617,,
Isle of Wight,E06000046,Upper tier local authority,2020-05-05,1,,,149,,
Southampton,E06000045,Upper tier local authority,2020-05-05,3,,,518,,
Portsmouth,E06000044,Upper tier local authority,2020-05-05,2,,,299,,
Brighton and Hove,E06000043,Upper tier local authority,2020-05-05,4,,,396,,
Swindon,E06000030,Upper tier local authority,2020-05-05,1,,,392,,
Plymouth,E06000026,Upper tier local authority,2020-05-05,9,,,317,,
South Gloucestershire,E06000025,Upper tier local authority,2020-05-05,1,,,366,,
North Somerset,E06000024,Upper tier local authority,2020-05-05,1,,,276,,
"Bristol, City of",E06000023,Upper tier local authority,2020-05-05,3,,,651,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-05-05,1,,,220,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-05-05,15,,,556,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-05-05,4,,,299,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-05-05,2,,,335,,
Nottingham,E06000018,Upper tier local authority,2020-05-05,11,,,562,,
Rutland,E06000017,Upper tier local authority,2020-05-05,1,,,24,,
Leicester,E06000016,Upper tier local authority,2020-05-05,2,,,723,,
Derby,E06000015,Upper tier local authority,2020-05-05,1,,,515,,
York,E06000014,Upper tier local authority,2020-05-05,14,,,359,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-05-05,1,,,138,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-05-05,7,,,697,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-05-05,1,,,551,,
Darlington,E06000005,Upper tier local authority,2020-05-05,2,,,319,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-05-05,2,,,409,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-05-05,1,,,345,,
Middlesbrough,E06000002,Upper tier local authority,2020-05-05,2,,,600,,
England,E92000001,Nation,2020-05-04,1313,507,806,131278,129756,1522
South West,E12000009,Region,2020-05-04,72,,,6788,,
South East,E12000008,Region,2020-05-04,165,,,18623,,
London,E12000007,Region,2020-05-04,124,,,25451,,
East of England,E12000006,Region,2020-05-04,112,,,11579,,
West Midlands,E12000005,Region,2020-05-04,152,,,14282,,
East Midlands,E12000004,Region,2020-05-04,77,,,7333,,
Yorkshire and The Humber,E12000003,Region,2020-05-04,153,,,11603,,
North West,E12000002,Region,2020-05-04,230,,,21543,,
North East,E12000001,Region,2020-05-04,172,,,8550,,
Worcestershire,E10000034,Upper tier local authority,2020-05-04,8,,,1218,,
West Sussex,E10000032,Upper tier local authority,2020-05-04,13,,,1219,,
Warwickshire,E10000031,Upper tier local authority,2020-05-04,10,,,1265,,
Surrey,E10000030,Upper tier local authority,2020-05-04,9,,,2692,,
Suffolk,E10000029,Upper tier local authority,2020-05-04,32,,,1205,,
Staffordshire,E10000028,Upper tier local authority,2020-05-04,20,,,1874,,
Somerset,E10000027,Upper tier local authority,2020-05-04,13,,,553,,
Oxfordshire,E10000025,Upper tier local authority,2020-05-04,12,,,1648,,
Nottinghamshire,E10000024,Upper tier local authority,2020-05-04,6,,,1187,,
North Yorkshire,E10000023,Upper tier local authority,2020-05-04,28,,,1087,,
Northamptonshire,E10000021,Upper tier local authority,2020-05-04,2,,,1074,,
Norfolk,E10000020,Upper tier local authority,2020-05-04,40,,,1763,,
Lincolnshire,E10000019,Upper tier local authority,2020-05-04,13,,,901,,
Leicestershire,E10000018,Upper tier local authority,2020-05-04,14,,,999,,
Lancashire,E10000017,Upper tier local authority,2020-05-04,31,,,3053,,
Kent,E10000016,Upper tier local authority,2020-05-04,55,,,3948,,
Hertfordshire,E10000015,Upper tier local authority,2020-05-04,6,,,2461,,
Hampshire,E10000014,Upper tier local authority,2020-05-04,22,,,2947,,
Gloucestershire,E10000013,Upper tier local authority,2020-05-04,18,,,1289,,
Essex,E10000012,Upper tier local authority,2020-05-04,15,,,2763,,
East Sussex,E10000011,Upper tier local authority,2020-05-04,8,,,624,,
Devon,E10000008,Upper tier local authority,2020-05-04,4,,,753,,
Derbyshire,E10000007,Upper tier local authority,2020-05-04,9,,,1363,,
Cumbria,E10000006,Upper tier local authority,2020-05-04,9,,,2026,,
Cambridgeshire,E10000003,Upper tier local authority,2020-05-04,14,,,867,,
Buckinghamshire,E10000002,Upper tier local authority,2020-05-04,3,,,868,,
Westminster,E09000033,Upper tier local authority,2020-05-04,1,,,633,,
Wandsworth,E09000032,Upper tier local authority,2020-05-04,2,,,948,,
Waltham Forest,E09000031,Upper tier local authority,2020-05-04,6,,,735,,
Tower Hamlets,E09000030,Upper tier local authority,2020-05-04,1,,,609,,
Southwark,E09000028,Upper tier local authority,2020-05-04,5,,,1224,,
Redbridge,E09000026,Upper tier local authority,2020-05-04,4,,,702,,
Newham,E09000025,Upper tier local authority,2020-05-04,5,,,962,,
Merton,E09000024,Upper tier local authority,2020-05-04,3,,,665,,
Lewisham,E09000023,Upper tier local authority,2020-05-04,4,,,946,,
Lambeth,E09000022,Upper tier local authority,2020-05-04,3,,,1161,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-05-04,1,,,475,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-05-04,1,,,474,,
Islington,E09000019,Upper tier local authority,2020-05-04,2,,,427,,
Hounslow,E09000018,Upper tier local authority,2020-05-04,12,,,690,,
Hillingdon,E09000017,Upper tier local authority,2020-05-04,3,,,742,,
Havering,E09000016,Upper tier local authority,2020-05-04,5,,,667,,
Harrow,E09000015,Upper tier local authority,2020-05-04,12,,,964,,
Haringey,E09000014,Upper tier local authority,2020-05-04,1,,,561,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-05-04,5,,,635,,
Hackney,E09000012,Upper tier local authority,2020-05-04,1,,,616,,
Greenwich,E09000011,Upper tier local authority,2020-05-04,4,,,658,,
Enfield,E09000010,Upper tier local authority,2020-05-04,3,,,848,,
Ealing,E09000009,Upper tier local authority,2020-05-04,3,,,1108,,
Croydon,E09000008,Upper tier local authority,2020-05-04,7,,,1440,,
Bromley,E09000006,Upper tier local authority,2020-05-04,12,,,1128,,
Brent,E09000005,Upper tier local authority,2020-05-04,2,,,1392,,
Bexley,E09000004,Upper tier local authority,2020-05-04,6,,,652,,
Barnet,E09000003,Upper tier local authority,2020-05-04,7,,,1235,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-05-04,3,,,465,,
Gateshead,E08000037,Upper tier local authority,2020-05-04,22,,,904,,
Wakefield,E08000036,Upper tier local authority,2020-05-04,5,,,578,,
Leeds,E08000035,Upper tier local authority,2020-05-04,20,,,1540,,
Kirklees,E08000034,Upper tier local authority,2020-05-04,9,,,629,,
Calderdale,E08000033,Upper tier local authority,2020-05-04,3,,,260,,
Bradford,E08000032,Upper tier local authority,2020-05-04,27,,,1024,,
Wolverhampton,E08000031,Upper tier local authority,2020-05-04,18,,,908,,
Walsall,E08000030,Upper tier local authority,2020-05-04,1,,,1022,,
Solihull,E08000029,Upper tier local authority,2020-05-04,11,,,602,,
Sandwell,E08000028,Upper tier local authority,2020-05-04,10,,,1067,,
Dudley,E08000027,Upper tier local authority,2020-05-04,11,,,861,,
Coventry,E08000026,Upper tier local authority,2020-05-04,4,,,724,,
Birmingham,E08000025,Upper tier local authority,2020-05-04,23,,,3007,,
Sunderland,E08000024,Upper tier local authority,2020-05-04,27,,,1250,,
South Tyneside,E08000023,Upper tier local authority,2020-05-04,9,,,620,,
North Tyneside,E08000022,Upper tier local authority,2020-05-04,1,,,496,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-05-04,12,,,961,,
Sheffield,E08000019,Upper tier local authority,2020-05-04,4,,,2280,,
Rotherham,E08000018,Upper tier local authority,2020-05-04,1,,,779,,
Doncaster,E08000017,Upper tier local authority,2020-05-04,1,,,567,,
Wirral,E08000015,Upper tier local authority,2020-05-04,4,,,1073,,
Sefton,E08000014,Upper tier local authority,2020-05-04,5,,,848,,
Liverpool,E08000012,Upper tier local authority,2020-05-04,10,,,1499,,
Knowsley,E08000011,Upper tier local authority,2020-05-04,2,,,590,,
Wigan,E08000010,Upper tier local authority,2020-05-04,10,,,910,,
Trafford,E08000009,Upper tier local authority,2020-05-04,9,,,657,,
Tameside,E08000008,Upper tier local authority,2020-05-04,7,,,513,,
Stockport,E08000007,Upper tier local authority,2020-05-04,12,,,924,,
Salford,E08000006,Upper tier local authority,2020-05-04,7,,,843,,
Rochdale,E08000005,Upper tier local authority,2020-05-04,13,,,622,,
Oldham,E08000004,Upper tier local authority,2020-05-04,26,,,884,,
Manchester,E08000003,Upper tier local authority,2020-05-04,16,,,1250,,
Bury,E08000002,Upper tier local authority,2020-05-04,10,,,627,,
Bolton,E08000001,Upper tier local authority,2020-05-04,11,,,862,,
Dorset,E06000059,Upper tier local authority,2020-05-04,4,,,342,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-05-04,1,,,441,,
Northumberland,E06000057,Upper tier local authority,2020-05-04,10,,,826,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-05-04,1,,,520,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-05-04,4,,,523,,
Shropshire,E06000051,Upper tier local authority,2020-05-04,15,,,565,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-05-04,10,,,889,,
Cheshire East,E06000049,Upper tier local authority,2020-05-04,16,,,957,,
County Durham,E06000047,Upper tier local authority,2020-05-04,41,,,1601,,
Isle of Wight,E06000046,Upper tier local authority,2020-05-04,4,,,148,,
Southampton,E06000045,Upper tier local authority,2020-05-04,11,,,515,,
Portsmouth,E06000044,Upper tier local authority,2020-05-04,1,,,297,,
Brighton and Hove,E06000043,Upper tier local authority,2020-05-04,4,,,392,,
