Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Derby,E06000015,Upper tier local authority,2020-04-14,0,374
Darlington,E06000005,Upper tier local authority,2020-04-14,0,151
Cumbria,E10000006,Upper tier local authority,2020-04-14,0,1278
Croydon,E09000008,Upper tier local authority,2020-04-14,0,1006
Coventry,E08000026,Upper tier local authority,2020-04-14,0,408
County Durham,E06000047,Upper tier local authority,2020-04-14,0,728
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-14,0,339
City of London,E09000001,Upper tier local authority,2020-04-14,0,13
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-14,0,461
Cheshire East,E06000049,Upper tier local authority,2020-04-14,1,449
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-14,0,291
Camden,E09000007,Upper tier local authority,2020-04-14,1,443
Cambridgeshire,E10000003,Upper tier local authority,2020-04-14,0,408
Calderdale,E08000033,Upper tier local authority,2020-04-14,5,160
Bury,E08000002,Upper tier local authority,2020-04-14,0,256
Buckinghamshire,E10000002,Upper tier local authority,2020-04-14,0,521
Bromley,E09000006,Upper tier local authority,2020-04-14,0,785
"Bristol, City of",E06000023,Upper tier local authority,2020-04-14,2,369
Brighton and Hove,E06000043,Upper tier local authority,2020-04-14,0,227
Brent,E09000005,Upper tier local authority,2020-04-14,0,1063
Bradford,E08000032,Upper tier local authority,2020-04-14,1,493
Bracknell Forest,E06000036,Upper tier local authority,2020-04-14,0,134
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-14,0,255
Bolton,E08000001,Upper tier local authority,2020-04-14,0,424
Blackpool,E06000009,Upper tier local authority,2020-04-14,0,174
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-14,0,173
Birmingham,E08000025,Upper tier local authority,2020-04-14,0,1931
Bexley,E09000004,Upper tier local authority,2020-04-14,6,446
Bedford,E06000055,Upper tier local authority,2020-04-14,0,239
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-14,0,139
Barnsley,E08000016,Upper tier local authority,2020-04-14,0,379
Barnet,E09000003,Upper tier local authority,2020-04-14,0,977
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-14,4,347
Yorkshire and The Humber,E12000003,Region,2020-04-14,22,5790
West Midlands,E12000005,Region,2020-04-14,11,7956
South West,E12000009,Region,2020-04-14,5,3774
South East,E12000008,Region,2020-04-14,29,10214
North West,E12000002,Region,2020-04-14,2,11591
North East,E12000001,Region,2020-04-14,0,4420
London,E12000007,Region,2020-04-14,42,18951
East of England,E12000006,Region,2020-04-14,1,6232
East Midlands,E12000004,Region,2020-04-14,9,4440
England,E92000001,Nation,2020-04-14,134,76371
York,E06000014,Upper tier local authority,2020-04-13,10,145
Worcestershire,E10000034,Upper tier local authority,2020-04-13,2,693
Wolverhampton,E08000031,Upper tier local authority,2020-04-13,7,473
Wokingham,E06000041,Upper tier local authority,2020-04-13,4,193
Wirral,E08000015,Upper tier local authority,2020-04-13,4,593
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-13,1,162
Wiltshire,E06000054,Upper tier local authority,2020-04-13,4,256
Wigan,E08000010,Upper tier local authority,2020-04-13,3,330
Westminster,E09000033,Upper tier local authority,2020-04-13,5,499
West Sussex,E10000032,Upper tier local authority,2020-04-13,13,486
West Berkshire,E06000037,Upper tier local authority,2020-04-13,7,179
Warwickshire,E10000031,Upper tier local authority,2020-04-13,1,673
Warrington,E06000007,Upper tier local authority,2020-04-13,9,363
Wandsworth,E09000032,Upper tier local authority,2020-04-13,2,748
Waltham Forest,E09000031,Upper tier local authority,2020-04-13,18,570
Walsall,E08000030,Upper tier local authority,2020-04-13,4,582
Wakefield,E08000036,Upper tier local authority,2020-04-13,1,353
Tower Hamlets,E09000030,Upper tier local authority,2020-04-13,9,506
Torbay,E06000027,Upper tier local authority,2020-04-13,3,103
Thurrock,E06000034,Upper tier local authority,2020-04-13,4,201
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-13,1,139
Tameside,E08000008,Upper tier local authority,2020-04-13,5,308
Swindon,E06000030,Upper tier local authority,2020-04-13,9,199
Sutton,E09000029,Upper tier local authority,2020-04-13,1,436
Surrey,E10000030,Upper tier local authority,2020-04-13,55,1649
Sunderland,E08000024,Upper tier local authority,2020-04-13,1,690
Suffolk,E10000029,Upper tier local authority,2020-04-13,2,499
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-13,15,225
Stockport,E08000007,Upper tier local authority,2020-04-13,3,511
Staffordshire,E10000028,Upper tier local authority,2020-04-13,29,1002
St. Helens,E08000013,Upper tier local authority,2020-04-13,8,398
Southwark,E09000028,Upper tier local authority,2020-04-13,7,972
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-13,2,224
Southampton,E06000045,Upper tier local authority,2020-04-13,7,278
South Tyneside,E08000023,Upper tier local authority,2020-04-13,1,233
South Gloucestershire,E06000025,Upper tier local authority,2020-04-13,1,222
Somerset,E10000027,Upper tier local authority,2020-04-13,11,233
Solihull,E08000029,Upper tier local authority,2020-04-13,1,364
Slough,E06000039,Upper tier local authority,2020-04-13,6,256
Shropshire,E06000051,Upper tier local authority,2020-04-13,6,265
Sheffield,E08000019,Upper tier local authority,2020-04-13,38,1360
Sefton,E08000014,Upper tier local authority,2020-04-13,20,532
Sandwell,E08000028,Upper tier local authority,2020-04-13,4,593
Rutland,E06000017,Upper tier local authority,2020-04-13,1,12
Rotherham,E08000018,Upper tier local authority,2020-04-13,11,383
Rochdale,E08000005,Upper tier local authority,2020-04-13,3,275
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-13,1,286
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-13,4,184
Redbridge,E09000026,Upper tier local authority,2020-04-13,13,533
Reading,E06000038,Upper tier local authority,2020-04-13,13,224
Portsmouth,E06000044,Upper tier local authority,2020-04-13,3,192
Plymouth,E06000026,Upper tier local authority,2020-04-13,12,161
Peterborough,E06000031,Upper tier local authority,2020-04-13,1,108
Oxfordshire,E10000025,Upper tier local authority,2020-04-13,1,948
Oldham,E08000004,Upper tier local authority,2020-04-13,1,370
Nottinghamshire,E10000024,Upper tier local authority,2020-04-13,15,692
Nottingham,E06000018,Upper tier local authority,2020-04-13,13,333
Northumberland,E06000057,Upper tier local authority,2020-04-13,2,450
Northamptonshire,E10000021,Upper tier local authority,2020-04-13,11,767
North Yorkshire,E10000023,Upper tier local authority,2020-04-13,10,531
North Tyneside,E08000022,Upper tier local authority,2020-04-13,1,321
North Somerset,E06000024,Upper tier local authority,2020-04-13,3,124
North Lincolnshire,E06000013,Upper tier local authority,2020-04-13,5,136
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-13,2,84
Norfolk,E10000020,Upper tier local authority,2020-04-13,21,754
Newham,E09000025,Upper tier local authority,2020-04-13,17,794
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-13,7,611
Milton Keynes,E06000042,Upper tier local authority,2020-04-13,1,316
Middlesbrough,E06000002,Upper tier local authority,2020-04-13,1,302
Medway,E06000035,Upper tier local authority,2020-04-13,7,408
Manchester,E08000003,Upper tier local authority,2020-04-13,8,724
Liverpool,E08000012,Upper tier local authority,2020-04-13,21,979
Lincolnshire,E10000019,Upper tier local authority,2020-04-13,5,503
Lewisham,E09000023,Upper tier local authority,2020-04-13,13,716
Leicestershire,E10000018,Upper tier local authority,2020-04-13,4,560
Leicester,E06000016,Upper tier local authority,2020-04-13,3,413
Leeds,E08000035,Upper tier local authority,2020-04-13,3,779
Lancashire,E10000017,Upper tier local authority,2020-04-13,8,1692
Lambeth,E09000022,Upper tier local authority,2020-04-13,4,926
Knowsley,E08000011,Upper tier local authority,2020-04-13,13,329
Kirklees,E08000034,Upper tier local authority,2020-04-13,9,363
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-13,4,150
Kent,E10000016,Upper tier local authority,2020-04-13,40,1802
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-13,2,367
Islington,E09000019,Upper tier local authority,2020-04-13,1,330
Isle of Wight,E06000046,Upper tier local authority,2020-04-13,1,55
Hounslow,E09000018,Upper tier local authority,2020-04-13,3,495
Hillingdon,E09000017,Upper tier local authority,2020-04-13,3,530
Hertfordshire,E10000015,Upper tier local authority,2020-04-13,12,1552
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-13,6,122
Havering,E09000016,Upper tier local authority,2020-04-13,8,488
Harrow,E09000015,Upper tier local authority,2020-04-13,8,684
Haringey,E09000014,Upper tier local authority,2020-04-13,3,419
Hampshire,E10000014,Upper tier local authority,2020-04-13,56,1790
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-13,3,395
Halton,E06000006,Upper tier local authority,2020-04-13,3,215
Hackney,E09000012,Upper tier local authority,2020-04-13,7,514
Greenwich,E09000011,Upper tier local authority,2020-04-13,9,493
Gloucestershire,E10000013,Upper tier local authority,2020-04-13,14,736
Essex,E10000012,Upper tier local authority,2020-04-13,14,1588
Enfield,E09000010,Upper tier local authority,2020-04-13,5,562
East Sussex,E10000011,Upper tier local authority,2020-04-13,7,365
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-13,10,248
Ealing,E09000009,Upper tier local authority,2020-04-13,5,772
Dudley,E08000027,Upper tier local authority,2020-04-13,2,475
Dorset,E06000059,Upper tier local authority,2020-04-13,2,209
Doncaster,E08000017,Upper tier local authority,2020-04-13,1,210
Devon,E10000008,Upper tier local authority,2020-04-13,16,426
Derbyshire,E10000007,Upper tier local authority,2020-04-13,9,777
Derby,E06000015,Upper tier local authority,2020-04-13,1,374
Darlington,E06000005,Upper tier local authority,2020-04-13,2,151
Cumbria,E10000006,Upper tier local authority,2020-04-13,8,1278
Croydon,E09000008,Upper tier local authority,2020-04-13,6,1006
Coventry,E08000026,Upper tier local authority,2020-04-13,1,408
County Durham,E06000047,Upper tier local authority,2020-04-13,15,728
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-13,19,339
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-13,3,461
Cheshire East,E06000049,Upper tier local authority,2020-04-13,4,448
Camden,E09000007,Upper tier local authority,2020-04-13,3,442
Cambridgeshire,E10000003,Upper tier local authority,2020-04-13,1,408
Calderdale,E08000033,Upper tier local authority,2020-04-13,5,155
Buckinghamshire,E10000002,Upper tier local authority,2020-04-13,3,521
Bromley,E09000006,Upper tier local authority,2020-04-13,10,785
"Bristol, City of",E06000023,Upper tier local authority,2020-04-13,8,367
Brighton and Hove,E06000043,Upper tier local authority,2020-04-13,3,227
Brent,E09000005,Upper tier local authority,2020-04-13,7,1063
Bradford,E08000032,Upper tier local authority,2020-04-13,4,492
Bracknell Forest,E06000036,Upper tier local authority,2020-04-13,7,134
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-13,6,255
Bolton,E08000001,Upper tier local authority,2020-04-13,8,424
Blackpool,E06000009,Upper tier local authority,2020-04-13,1,174
Birmingham,E08000025,Upper tier local authority,2020-04-13,2,1931
Bexley,E09000004,Upper tier local authority,2020-04-13,8,440
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-13,2,139
Barnsley,E08000016,Upper tier local authority,2020-04-13,4,379
Barnet,E09000003,Upper tier local authority,2020-04-13,3,977
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-13,8,343
Yorkshire and The Humber,E12000003,Region,2020-04-13,117,5768
West Midlands,E12000005,Region,2020-04-13,81,7945
South West,E12000009,Region,2020-04-13,110,3769
South East,E12000008,Region,2020-04-13,235,10185
North West,E12000002,Region,2020-04-13,133,11589
North East,E12000001,Region,2020-04-13,34,4420
London,E12000007,Region,2020-04-13,192,18909
East of England,E12000006,Region,2020-04-13,57,6231
East Midlands,E12000004,Region,2020-04-13,62,4431
England,E92000001,Nation,2020-04-13,1069,76237
York,E06000014,Upper tier local authority,2020-04-12,5,135
Worcestershire,E10000034,Upper tier local authority,2020-04-12,8,691
Wolverhampton,E08000031,Upper tier local authority,2020-04-12,7,466
Wokingham,E06000041,Upper tier local authority,2020-04-12,11,189
Wirral,E08000015,Upper tier local authority,2020-04-12,23,589
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-12,6,161
Wiltshire,E06000054,Upper tier local authority,2020-04-12,5,252
Wigan,E08000010,Upper tier local authority,2020-04-12,6,327
Westminster,E09000033,Upper tier local authority,2020-04-12,7,494
West Sussex,E10000032,Upper tier local authority,2020-04-12,15,473
West Berkshire,E06000037,Upper tier local authority,2020-04-12,7,172
Warwickshire,E10000031,Upper tier local authority,2020-04-12,2,672
Warrington,E06000007,Upper tier local authority,2020-04-12,7,354
Wandsworth,E09000032,Upper tier local authority,2020-04-12,5,746
Waltham Forest,E09000031,Upper tier local authority,2020-04-12,16,552
Walsall,E08000030,Upper tier local authority,2020-04-12,5,578
Wakefield,E08000036,Upper tier local authority,2020-04-12,11,352
Trafford,E08000009,Upper tier local authority,2020-04-12,5,388
Tower Hamlets,E09000030,Upper tier local authority,2020-04-12,14,497
Torbay,E06000027,Upper tier local authority,2020-04-12,2,100
Thurrock,E06000034,Upper tier local authority,2020-04-12,2,197
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-12,3,138
Tameside,E08000008,Upper tier local authority,2020-04-12,18,303
Swindon,E06000030,Upper tier local authority,2020-04-12,8,190
Surrey,E10000030,Upper tier local authority,2020-04-12,49,1594
Sunderland,E08000024,Upper tier local authority,2020-04-12,15,689
Suffolk,E10000029,Upper tier local authority,2020-04-12,10,497
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-12,10,210
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-12,7,209
Stockport,E08000007,Upper tier local authority,2020-04-12,14,508
Staffordshire,E10000028,Upper tier local authority,2020-04-12,25,973
St. Helens,E08000013,Upper tier local authority,2020-04-12,14,390
Southwark,E09000028,Upper tier local authority,2020-04-12,10,965
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-12,6,222
Southampton,E06000045,Upper tier local authority,2020-04-12,10,271
South Tyneside,E08000023,Upper tier local authority,2020-04-12,5,232
South Gloucestershire,E06000025,Upper tier local authority,2020-04-12,4,221
Somerset,E10000027,Upper tier local authority,2020-04-12,13,222
Solihull,E08000029,Upper tier local authority,2020-04-12,4,363
Slough,E06000039,Upper tier local authority,2020-04-12,9,250
Shropshire,E06000051,Upper tier local authority,2020-04-12,15,259
Sheffield,E08000019,Upper tier local authority,2020-04-12,11,1322
Sefton,E08000014,Upper tier local authority,2020-04-12,20,512
Sandwell,E08000028,Upper tier local authority,2020-04-12,12,589
Salford,E08000006,Upper tier local authority,2020-04-12,8,368
Rutland,E06000017,Upper tier local authority,2020-04-12,1,11
Rotherham,E08000018,Upper tier local authority,2020-04-12,16,372
Rochdale,E08000005,Upper tier local authority,2020-04-12,1,272
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-12,5,285
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-12,8,180
Redbridge,E09000026,Upper tier local authority,2020-04-12,15,520
Reading,E06000038,Upper tier local authority,2020-04-12,12,211
Portsmouth,E06000044,Upper tier local authority,2020-04-12,6,189
Plymouth,E06000026,Upper tier local authority,2020-04-12,7,149
Peterborough,E06000031,Upper tier local authority,2020-04-12,2,107
Oxfordshire,E10000025,Upper tier local authority,2020-04-12,33,947
Oldham,E08000004,Upper tier local authority,2020-04-12,14,369
Nottinghamshire,E10000024,Upper tier local authority,2020-04-12,12,677
Nottingham,E06000018,Upper tier local authority,2020-04-12,11,320
Northumberland,E06000057,Upper tier local authority,2020-04-12,27,448
Northamptonshire,E10000021,Upper tier local authority,2020-04-12,14,756
North Yorkshire,E10000023,Upper tier local authority,2020-04-12,24,521
North Tyneside,E08000022,Upper tier local authority,2020-04-12,6,320
North Somerset,E06000024,Upper tier local authority,2020-04-12,1,121
North Lincolnshire,E06000013,Upper tier local authority,2020-04-12,8,131
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-12,2,82
Norfolk,E10000020,Upper tier local authority,2020-04-12,39,733
Newham,E09000025,Upper tier local authority,2020-04-12,14,777
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-12,15,604
Milton Keynes,E06000042,Upper tier local authority,2020-04-12,4,315
Middlesbrough,E06000002,Upper tier local authority,2020-04-12,14,301
Merton,E09000024,Upper tier local authority,2020-04-12,5,504
Medway,E06000035,Upper tier local authority,2020-04-12,12,401
Manchester,E08000003,Upper tier local authority,2020-04-12,30,716
Luton,E06000032,Upper tier local authority,2020-04-12,1,367
Liverpool,E08000012,Upper tier local authority,2020-04-12,33,958
Lincolnshire,E10000019,Upper tier local authority,2020-04-12,24,498
Lewisham,E09000023,Upper tier local authority,2020-04-12,11,703
Leicestershire,E10000018,Upper tier local authority,2020-04-12,11,556
Leicester,E06000016,Upper tier local authority,2020-04-12,22,410
Leeds,E08000035,Upper tier local authority,2020-04-12,43,776
Lancashire,E10000017,Upper tier local authority,2020-04-12,57,1684
Lambeth,E09000022,Upper tier local authority,2020-04-12,12,922
Knowsley,E08000011,Upper tier local authority,2020-04-12,7,316
Kirklees,E08000034,Upper tier local authority,2020-04-12,7,354
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-12,2,301
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-12,10,146
Kent,E10000016,Upper tier local authority,2020-04-12,95,1762
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-12,3,365
Islington,E09000019,Upper tier local authority,2020-04-12,6,329
Isle of Wight,E06000046,Upper tier local authority,2020-04-12,1,54
Hounslow,E09000018,Upper tier local authority,2020-04-12,10,492
Hillingdon,E09000017,Upper tier local authority,2020-04-12,10,527
Hertfordshire,E10000015,Upper tier local authority,2020-04-12,29,1540
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-12,9,116
Havering,E09000016,Upper tier local authority,2020-04-12,19,480
Hartlepool,E06000001,Upper tier local authority,2020-04-12,1,75
Harrow,E09000015,Upper tier local authority,2020-04-12,14,676
Haringey,E09000014,Upper tier local authority,2020-04-12,12,416
Hampshire,E10000014,Upper tier local authority,2020-04-12,68,1734
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-12,7,392
Halton,E06000006,Upper tier local authority,2020-04-12,3,212
Hackney,E09000012,Upper tier local authority,2020-04-12,9,507
Greenwich,E09000011,Upper tier local authority,2020-04-12,14,484
Gloucestershire,E10000013,Upper tier local authority,2020-04-12,37,722
Gateshead,E08000037,Upper tier local authority,2020-04-12,15,466
Essex,E10000012,Upper tier local authority,2020-04-12,20,1574
Enfield,E09000010,Upper tier local authority,2020-04-12,21,557
East Sussex,E10000011,Upper tier local authority,2020-04-12,12,358
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-12,15,238
Ealing,E09000009,Upper tier local authority,2020-04-12,20,767
Dudley,E08000027,Upper tier local authority,2020-04-12,12,473
Dorset,E06000059,Upper tier local authority,2020-04-12,4,207
Doncaster,E08000017,Upper tier local authority,2020-04-12,3,209
Devon,E10000008,Upper tier local authority,2020-04-12,31,410
Derbyshire,E10000007,Upper tier local authority,2020-04-12,12,768
Derby,E06000015,Upper tier local authority,2020-04-12,9,373
Darlington,E06000005,Upper tier local authority,2020-04-12,15,149
Cumbria,E10000006,Upper tier local authority,2020-04-12,28,1270
Croydon,E09000008,Upper tier local authority,2020-04-12,3,1000
Coventry,E08000026,Upper tier local authority,2020-04-12,4,407
County Durham,E06000047,Upper tier local authority,2020-04-12,25,713
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-12,20,320
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-12,26,458
Cheshire East,E06000049,Upper tier local authority,2020-04-12,10,444
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-12,6,291
Camden,E09000007,Upper tier local authority,2020-04-12,8,439
Cambridgeshire,E10000003,Upper tier local authority,2020-04-12,6,407
Calderdale,E08000033,Upper tier local authority,2020-04-12,8,150
Bury,E08000002,Upper tier local authority,2020-04-12,7,256
Buckinghamshire,E10000002,Upper tier local authority,2020-04-12,4,518
Bromley,E09000006,Upper tier local authority,2020-04-12,10,775
"Bristol, City of",E06000023,Upper tier local authority,2020-04-12,13,359
Brighton and Hove,E06000043,Upper tier local authority,2020-04-12,8,224
Brent,E09000005,Upper tier local authority,2020-04-12,25,1056
