Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Somerset,E10000027,Upper tier local authority,2020-04-11,0,185
Solihull,E08000029,Upper tier local authority,2020-04-11,0,313
Slough,E06000039,Upper tier local authority,2020-04-11,0,207
Shropshire,E06000051,Upper tier local authority,2020-04-11,0,234
Sheffield,E08000019,Upper tier local authority,2020-04-11,6,1209
Sefton,E08000014,Upper tier local authority,2020-04-11,1,454
Sandwell,E08000028,Upper tier local authority,2020-04-11,0,503
Salford,E08000006,Upper tier local authority,2020-04-11,0,327
Rutland,E06000017,Upper tier local authority,2020-04-11,0,9
Rotherham,E08000018,Upper tier local authority,2020-04-11,0,336
Rochdale,E08000005,Upper tier local authority,2020-04-11,0,251
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-11,0,269
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-11,0,149
Redbridge,E09000026,Upper tier local authority,2020-04-11,0,492
Reading,E06000038,Upper tier local authority,2020-04-11,0,160
Portsmouth,E06000044,Upper tier local authority,2020-04-11,0,169
Plymouth,E06000026,Upper tier local authority,2020-04-11,1,142
Peterborough,E06000031,Upper tier local authority,2020-04-11,0,101
Oxfordshire,E10000025,Upper tier local authority,2020-04-11,0,786
Oldham,E08000004,Upper tier local authority,2020-04-11,0,306
Nottinghamshire,E10000024,Upper tier local authority,2020-04-11,7,637
Nottingham,E06000018,Upper tier local authority,2020-04-11,3,299
Northumberland,E06000057,Upper tier local authority,2020-04-11,5,363
Northamptonshire,E10000021,Upper tier local authority,2020-04-11,0,688
North Yorkshire,E10000023,Upper tier local authority,2020-04-11,3,435
North Tyneside,E08000022,Upper tier local authority,2020-04-11,5,293
North Somerset,E06000024,Upper tier local authority,2020-04-11,0,111
North Lincolnshire,E06000013,Upper tier local authority,2020-04-11,0,92
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-11,0,64
Norfolk,E10000020,Upper tier local authority,2020-04-11,0,597
Newham,E09000025,Upper tier local authority,2020-04-11,5,736
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-11,3,535
Milton Keynes,E06000042,Upper tier local authority,2020-04-11,0,273
Middlesbrough,E06000002,Upper tier local authority,2020-04-11,1,257
Merton,E09000024,Upper tier local authority,2020-04-11,0,469
Medway,E06000035,Upper tier local authority,2020-04-11,0,346
Manchester,E08000003,Upper tier local authority,2020-04-11,0,612
Luton,E06000032,Upper tier local authority,2020-04-11,0,315
Liverpool,E08000012,Upper tier local authority,2020-04-11,0,851
Lincolnshire,E10000019,Upper tier local authority,2020-04-11,0,410
Lewisham,E09000023,Upper tier local authority,2020-04-11,0,673
Leicestershire,E10000018,Upper tier local authority,2020-04-11,1,508
Leicester,E06000016,Upper tier local authority,2020-04-11,0,363
Leeds,E08000035,Upper tier local authority,2020-04-11,0,604
Lancashire,E10000017,Upper tier local authority,2020-04-11,0,1462
Lambeth,E09000022,Upper tier local authority,2020-04-11,0,849
Knowsley,E08000011,Upper tier local authority,2020-04-11,0,285
Kirklees,E08000034,Upper tier local authority,2020-04-11,6,314
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-11,0,278
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-11,0,112
Kent,E10000016,Upper tier local authority,2020-04-11,1,1522
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-11,0,351
Islington,E09000019,Upper tier local authority,2020-04-11,1,319
Isle of Wight,E06000046,Upper tier local authority,2020-04-11,0,48
Hounslow,E09000018,Upper tier local authority,2020-04-11,0,461
Hillingdon,E09000017,Upper tier local authority,2020-04-11,0,485
Hertfordshire,E10000015,Upper tier local authority,2020-04-11,0,1355
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-11,0,99
Havering,E09000016,Upper tier local authority,2020-04-11,0,428
Hartlepool,E06000001,Upper tier local authority,2020-04-11,0,71
Harrow,E09000015,Upper tier local authority,2020-04-11,0,627
Haringey,E09000014,Upper tier local authority,2020-04-11,1,384
Hampshire,E10000014,Upper tier local authority,2020-04-11,11,1571
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-11,0,375
Halton,E06000006,Upper tier local authority,2020-04-11,0,183
Hackney,E09000012,Upper tier local authority,2020-04-11,4,485
Greenwich,E09000011,Upper tier local authority,2020-04-11,0,457
Gloucestershire,E10000013,Upper tier local authority,2020-04-11,1,600
Gateshead,E08000037,Upper tier local authority,2020-04-11,7,265
Essex,E10000012,Upper tier local authority,2020-04-11,0,1434
Enfield,E09000010,Upper tier local authority,2020-04-11,3,502
East Sussex,E10000011,Upper tier local authority,2020-04-11,8,334
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-11,0,205
Ealing,E09000009,Upper tier local authority,2020-04-11,0,689
Dudley,E08000027,Upper tier local authority,2020-04-11,0,411
Dorset,E06000059,Upper tier local authority,2020-04-11,0,192
Doncaster,E08000017,Upper tier local authority,2020-04-11,0,197
Devon,E10000008,Upper tier local authority,2020-04-11,1,355
Derbyshire,E10000007,Upper tier local authority,2020-04-11,0,701
Derby,E06000015,Upper tier local authority,2020-04-11,0,343
Darlington,E06000005,Upper tier local authority,2020-04-11,7,130
Cumbria,E10000006,Upper tier local authority,2020-04-11,0,1166
Croydon,E09000008,Upper tier local authority,2020-04-11,0,940
Coventry,E08000026,Upper tier local authority,2020-04-11,0,371
County Durham,E06000047,Upper tier local authority,2020-04-11,16,566
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-11,3,290
City of London,E09000001,Upper tier local authority,2020-04-11,0,13
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-11,0,384
Cheshire East,E06000049,Upper tier local authority,2020-04-11,0,371
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-11,0,239
Camden,E09000007,Upper tier local authority,2020-04-11,0,417
Cambridgeshire,E10000003,Upper tier local authority,2020-04-11,0,357
Calderdale,E08000033,Upper tier local authority,2020-04-11,3,141
Bury,E08000002,Upper tier local authority,2020-04-11,0,212
Buckinghamshire,E10000002,Upper tier local authority,2020-04-11,0,454
Bromley,E09000006,Upper tier local authority,2020-04-11,0,729
"Bristol, City of",E06000023,Upper tier local authority,2020-04-11,1,307
Brighton and Hove,E06000043,Upper tier local authority,2020-04-11,0,203
Brent,E09000005,Upper tier local authority,2020-04-11,1,987
Bradford,E08000032,Upper tier local authority,2020-04-11,0,383
Bracknell Forest,E06000036,Upper tier local authority,2020-04-11,0,104
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-11,0,203
Bolton,E08000001,Upper tier local authority,2020-04-11,0,321
Blackpool,E06000009,Upper tier local authority,2020-04-11,0,132
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-11,0,140
Birmingham,E08000025,Upper tier local authority,2020-04-11,0,1777
Bexley,E09000004,Upper tier local authority,2020-04-11,0,408
Bedford,E06000055,Upper tier local authority,2020-04-11,0,186
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-11,0,115
Barnsley,E08000016,Upper tier local authority,2020-04-11,0,309
Barnet,E09000003,Upper tier local authority,2020-04-11,0,918
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-11,0,306
Yorkshire and The Humber,E12000003,Region,2020-04-11,19,4816
West Midlands,E12000005,Region,2020-04-11,7,6963
South West,E12000009,Region,2020-04-11,9,3192
South East,E12000008,Region,2020-04-11,21,8556
North West,E12000002,Region,2020-04-11,1,9926
North East,E12000001,Region,2020-04-11,53,3313
London,E12000007,Region,2020-04-11,18,17508
East of England,E12000006,Region,2020-04-11,0,5397
East Midlands,E12000004,Region,2020-04-11,11,3958
England,E92000001,Nation,2020-04-11,143,66032
York,E06000014,Upper tier local authority,2020-04-10,5,124
Worcestershire,E10000034,Upper tier local authority,2020-04-10,3,580
Wolverhampton,E08000031,Upper tier local authority,2020-04-10,9,430
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-10,1,136
Wiltshire,E06000054,Upper tier local authority,2020-04-10,4,229
Wigan,E08000010,Upper tier local authority,2020-04-10,2,279
Westminster,E09000033,Upper tier local authority,2020-04-10,4,470
West Sussex,E10000032,Upper tier local authority,2020-04-10,2,386
West Berkshire,E06000037,Upper tier local authority,2020-04-10,1,144
Warwickshire,E10000031,Upper tier local authority,2020-04-10,1,575
Warrington,E06000007,Upper tier local authority,2020-04-10,1,303
Wandsworth,E09000032,Upper tier local authority,2020-04-10,3,694
Waltham Forest,E09000031,Upper tier local authority,2020-04-10,16,517
Trafford,E08000009,Upper tier local authority,2020-04-10,1,344
Tower Hamlets,E09000030,Upper tier local authority,2020-04-10,13,470
Torbay,E06000027,Upper tier local authority,2020-04-10,3,95
Thurrock,E06000034,Upper tier local authority,2020-04-10,1,185
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-10,2,127
Swindon,E06000030,Upper tier local authority,2020-04-10,5,159
Sutton,E09000029,Upper tier local authority,2020-04-10,11,413
Surrey,E10000030,Upper tier local authority,2020-04-10,10,1332
Sunderland,E08000024,Upper tier local authority,2020-04-10,2,360
Suffolk,E10000029,Upper tier local authority,2020-04-10,6,421
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-10,23,189
Stockport,E08000007,Upper tier local authority,2020-04-10,3,430
Staffordshire,E10000028,Upper tier local authority,2020-04-10,27,867
St. Helens,E08000013,Upper tier local authority,2020-04-10,1,361
Southwark,E09000028,Upper tier local authority,2020-04-10,6,894
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-10,1,207
Southampton,E06000045,Upper tier local authority,2020-04-10,1,228
South Gloucestershire,E06000025,Upper tier local authority,2020-04-10,3,207
Somerset,E10000027,Upper tier local authority,2020-04-10,6,185
Shropshire,E06000051,Upper tier local authority,2020-04-10,6,234
Sheffield,E08000019,Upper tier local authority,2020-04-10,46,1203
Sefton,E08000014,Upper tier local authority,2020-04-10,3,453
Sandwell,E08000028,Upper tier local authority,2020-04-10,3,503
Salford,E08000006,Upper tier local authority,2020-04-10,1,327
Rotherham,E08000018,Upper tier local authority,2020-04-10,12,336
Rochdale,E08000005,Upper tier local authority,2020-04-10,4,251
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-10,2,269
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-10,1,149
Redbridge,E09000026,Upper tier local authority,2020-04-10,7,492
Portsmouth,E06000044,Upper tier local authority,2020-04-10,9,169
Plymouth,E06000026,Upper tier local authority,2020-04-10,13,141
Oxfordshire,E10000025,Upper tier local authority,2020-04-10,1,786
Oldham,E08000004,Upper tier local authority,2020-04-10,5,306
Nottinghamshire,E10000024,Upper tier local authority,2020-04-10,5,630
Nottingham,E06000018,Upper tier local authority,2020-04-10,13,296
Northumberland,E06000057,Upper tier local authority,2020-04-10,18,358
Northamptonshire,E10000021,Upper tier local authority,2020-04-10,10,688
North Yorkshire,E10000023,Upper tier local authority,2020-04-10,5,432
North Tyneside,E08000022,Upper tier local authority,2020-04-10,5,288
North Somerset,E06000024,Upper tier local authority,2020-04-10,2,111
Norfolk,E10000020,Upper tier local authority,2020-04-10,10,597
Newham,E09000025,Upper tier local authority,2020-04-10,21,731
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-10,17,532
Middlesbrough,E06000002,Upper tier local authority,2020-04-10,4,256
Merton,E09000024,Upper tier local authority,2020-04-10,2,469
Medway,E06000035,Upper tier local authority,2020-04-10,3,346
Manchester,E08000003,Upper tier local authority,2020-04-10,3,612
Liverpool,E08000012,Upper tier local authority,2020-04-10,5,851
Lewisham,E09000023,Upper tier local authority,2020-04-10,4,673
Leicestershire,E10000018,Upper tier local authority,2020-04-10,15,507
Leicester,E06000016,Upper tier local authority,2020-04-10,14,363
Leeds,E08000035,Upper tier local authority,2020-04-10,3,604
Lancashire,E10000017,Upper tier local authority,2020-04-10,8,1462
Lambeth,E09000022,Upper tier local authority,2020-04-10,3,849
Knowsley,E08000011,Upper tier local authority,2020-04-10,3,285
Kirklees,E08000034,Upper tier local authority,2020-04-10,3,308
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-10,3,278
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-10,8,112
Kent,E10000016,Upper tier local authority,2020-04-10,34,1521
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-10,5,351
Islington,E09000019,Upper tier local authority,2020-04-10,2,318
Isle of Wight,E06000046,Upper tier local authority,2020-04-10,2,48
Hounslow,E09000018,Upper tier local authority,2020-04-10,2,461
Hillingdon,E09000017,Upper tier local authority,2020-04-10,5,485
Hertfordshire,E10000015,Upper tier local authority,2020-04-10,7,1355
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-10,5,99
Havering,E09000016,Upper tier local authority,2020-04-10,10,428
Hartlepool,E06000001,Upper tier local authority,2020-04-10,1,71
Harrow,E09000015,Upper tier local authority,2020-04-10,9,627
Haringey,E09000014,Upper tier local authority,2020-04-10,5,383
Hampshire,E10000014,Upper tier local authority,2020-04-10,48,1560
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-10,10,375
Hackney,E09000012,Upper tier local authority,2020-04-10,13,481
Greenwich,E09000011,Upper tier local authority,2020-04-10,14,457
Gloucestershire,E10000013,Upper tier local authority,2020-04-10,38,599
Gateshead,E08000037,Upper tier local authority,2020-04-10,6,258
Essex,E10000012,Upper tier local authority,2020-04-10,13,1434
Enfield,E09000010,Upper tier local authority,2020-04-10,13,499
East Sussex,E10000011,Upper tier local authority,2020-04-10,10,326
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-10,11,205
Ealing,E09000009,Upper tier local authority,2020-04-10,14,689
Dudley,E08000027,Upper tier local authority,2020-04-10,3,411
Dorset,E06000059,Upper tier local authority,2020-04-10,5,192
Doncaster,E08000017,Upper tier local authority,2020-04-10,1,197
Devon,E10000008,Upper tier local authority,2020-04-10,18,354
Derbyshire,E10000007,Upper tier local authority,2020-04-10,4,701
Derby,E06000015,Upper tier local authority,2020-04-10,3,343
Darlington,E06000005,Upper tier local authority,2020-04-10,4,123
Cumbria,E10000006,Upper tier local authority,2020-04-10,10,1166
Croydon,E09000008,Upper tier local authority,2020-04-10,8,940
Coventry,E08000026,Upper tier local authority,2020-04-10,1,371
County Durham,E06000047,Upper tier local authority,2020-04-10,36,550
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-10,12,287
Camden,E09000007,Upper tier local authority,2020-04-10,7,417
Calderdale,E08000033,Upper tier local authority,2020-04-10,10,138
Bromley,E09000006,Upper tier local authority,2020-04-10,9,729
"Bristol, City of",E06000023,Upper tier local authority,2020-04-10,7,306
Brighton and Hove,E06000043,Upper tier local authority,2020-04-10,3,203
Brent,E09000005,Upper tier local authority,2020-04-10,12,986
Bradford,E08000032,Upper tier local authority,2020-04-10,2,383
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-10,5,203
Blackpool,E06000009,Upper tier local authority,2020-04-10,1,132
Birmingham,E08000025,Upper tier local authority,2020-04-10,10,1777
Bexley,E09000004,Upper tier local authority,2020-04-10,7,408
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-10,7,115
Barnsley,E08000016,Upper tier local authority,2020-04-10,7,309
Barnet,E09000003,Upper tier local authority,2020-04-10,11,918
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-10,4,306
Yorkshire and The Humber,E12000003,Region,2020-04-10,113,4797
West Midlands,E12000005,Region,2020-04-10,93,6956
South West,E12000009,Region,2020-04-10,128,3183
South East,E12000008,Region,2020-04-10,125,8535
North West,E12000002,Region,2020-04-10,51,9925
North East,E12000001,Region,2020-04-10,94,3260
London,E12000007,Region,2020-04-10,255,17490
East of England,E12000006,Region,2020-04-10,38,5397
East Midlands,E12000004,Region,2020-04-10,64,3947
England,E92000001,Nation,2020-04-10,996,65889
York,E06000014,Upper tier local authority,2020-04-09,8,119
Worcestershire,E10000034,Upper tier local authority,2020-04-09,13,577
Wolverhampton,E08000031,Upper tier local authority,2020-04-09,18,421
Wirral,E08000015,Upper tier local authority,2020-04-09,26,489
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-09,1,135
Wiltshire,E06000054,Upper tier local authority,2020-04-09,12,225
Wigan,E08000010,Upper tier local authority,2020-04-09,8,277
Westminster,E09000033,Upper tier local authority,2020-04-09,14,466
West Sussex,E10000032,Upper tier local authority,2020-04-09,15,384
West Berkshire,E06000037,Upper tier local authority,2020-04-09,2,143
Warwickshire,E10000031,Upper tier local authority,2020-04-09,5,574
Warrington,E06000007,Upper tier local authority,2020-04-09,21,302
Wandsworth,E09000032,Upper tier local authority,2020-04-09,17,691
Waltham Forest,E09000031,Upper tier local authority,2020-04-09,23,501
Walsall,E08000030,Upper tier local authority,2020-04-09,6,480
Wakefield,E08000036,Upper tier local authority,2020-04-09,8,290
Trafford,E08000009,Upper tier local authority,2020-04-09,12,343
Tower Hamlets,E09000030,Upper tier local authority,2020-04-09,14,457
Torbay,E06000027,Upper tier local authority,2020-04-09,21,92
Thurrock,E06000034,Upper tier local authority,2020-04-09,5,184
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-09,2,125
Tameside,E08000008,Upper tier local authority,2020-04-09,9,263
Swindon,E06000030,Upper tier local authority,2020-04-09,19,154
Sutton,E09000029,Upper tier local authority,2020-04-09,19,402
Surrey,E10000030,Upper tier local authority,2020-04-09,14,1322
Sunderland,E08000024,Upper tier local authority,2020-04-09,4,358
Suffolk,E10000029,Upper tier local authority,2020-04-09,13,415
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-09,11,166
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-09,16,191
Stockport,E08000007,Upper tier local authority,2020-04-09,26,427
Staffordshire,E10000028,Upper tier local authority,2020-04-09,51,840
St. Helens,E08000013,Upper tier local authority,2020-04-09,21,360
Southwark,E09000028,Upper tier local authority,2020-04-09,32,888
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-09,5,206
Southampton,E06000045,Upper tier local authority,2020-04-09,6,227
South Tyneside,E08000023,Upper tier local authority,2020-04-09,2,124
South Gloucestershire,E06000025,Upper tier local authority,2020-04-09,13,204
Somerset,E10000027,Upper tier local authority,2020-04-09,11,179
Solihull,E08000029,Upper tier local authority,2020-04-09,8,313
Shropshire,E06000051,Upper tier local authority,2020-04-09,12,228
Sheffield,E08000019,Upper tier local authority,2020-04-09,11,1157
Sefton,E08000014,Upper tier local authority,2020-04-09,29,450
Sandwell,E08000028,Upper tier local authority,2020-04-09,5,500
Salford,E08000006,Upper tier local authority,2020-04-09,2,326
Rotherham,E08000018,Upper tier local authority,2020-04-09,16,324
Rochdale,E08000005,Upper tier local authority,2020-04-09,12,247
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-09,8,267
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-09,9,148
Redbridge,E09000026,Upper tier local authority,2020-04-09,29,485
Portsmouth,E06000044,Upper tier local authority,2020-04-09,9,160
Plymouth,E06000026,Upper tier local authority,2020-04-09,9,128
Oxfordshire,E10000025,Upper tier local authority,2020-04-09,27,785
Oldham,E08000004,Upper tier local authority,2020-04-09,8,301
Nottinghamshire,E10000024,Upper tier local authority,2020-04-09,35,625
Nottingham,E06000018,Upper tier local authority,2020-04-09,12,283
Northumberland,E06000057,Upper tier local authority,2020-04-09,28,340
Northamptonshire,E10000021,Upper tier local authority,2020-04-09,32,678
North Yorkshire,E10000023,Upper tier local authority,2020-04-09,22,427
North Tyneside,E08000022,Upper tier local authority,2020-04-09,15,283
North Somerset,E06000024,Upper tier local authority,2020-04-09,10,109
North Lincolnshire,E06000013,Upper tier local authority,2020-04-09,6,92
Norfolk,E10000020,Upper tier local authority,2020-04-09,49,587
Newham,E09000025,Upper tier local authority,2020-04-09,33,710
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-09,35,515
Milton Keynes,E06000042,Upper tier local authority,2020-04-09,7,273
Middlesbrough,E06000002,Upper tier local authority,2020-04-09,18,252
Merton,E09000024,Upper tier local authority,2020-04-09,16,467
Medway,E06000035,Upper tier local authority,2020-04-09,13,343
Manchester,E08000003,Upper tier local authority,2020-04-09,47,609
Luton,E06000032,Upper tier local authority,2020-04-09,2,315
Liverpool,E08000012,Upper tier local authority,2020-04-09,59,846
Lincolnshire,E10000019,Upper tier local authority,2020-04-09,7,410
Lewisham,E09000023,Upper tier local authority,2020-04-09,31,669
Leicestershire,E10000018,Upper tier local authority,2020-04-09,30,492
Leicester,E06000016,Upper tier local authority,2020-04-09,30,349
Leeds,E08000035,Upper tier local authority,2020-04-09,38,601
Lancashire,E10000017,Upper tier local authority,2020-04-09,93,1454
Lambeth,E09000022,Upper tier local authority,2020-04-09,25,846
Knowsley,E08000011,Upper tier local authority,2020-04-09,26,282
Kirklees,E08000034,Upper tier local authority,2020-04-09,16,305
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-09,14,275
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-09,13,104
Kent,E10000016,Upper tier local authority,2020-04-09,100,1487
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-09,16,346
Islington,E09000019,Upper tier local authority,2020-04-09,11,316
Isle of Wight,E06000046,Upper tier local authority,2020-04-09,2,46
Hounslow,E09000018,Upper tier local authority,2020-04-09,21,459
Hillingdon,E09000017,Upper tier local authority,2020-04-09,28,480
Hertfordshire,E10000015,Upper tier local authority,2020-04-09,42,1348
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-09,4,94
Havering,E09000016,Upper tier local authority,2020-04-09,24,418
Hartlepool,E06000001,Upper tier local authority,2020-04-09,5,70
Harrow,E09000015,Upper tier local authority,2020-04-09,24,618
Haringey,E09000014,Upper tier local authority,2020-04-09,14,378
Hampshire,E10000014,Upper tier local authority,2020-04-09,53,1512
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-09,10,365
Halton,E06000006,Upper tier local authority,2020-04-09,12,183
Hackney,E09000012,Upper tier local authority,2020-04-09,11,468
Greenwich,E09000011,Upper tier local authority,2020-04-09,16,443
Gloucestershire,E10000013,Upper tier local authority,2020-04-09,25,561
Gateshead,E08000037,Upper tier local authority,2020-04-09,9,252
Essex,E10000012,Upper tier local authority,2020-04-09,36,1421
Enfield,E09000010,Upper tier local authority,2020-04-09,25,486
East Sussex,E10000011,Upper tier local authority,2020-04-09,27,316
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-09,9,194
Ealing,E09000009,Upper tier local authority,2020-04-09,24,675
Dudley,E08000027,Upper tier local authority,2020-04-09,8,408
Dorset,E06000059,Upper tier local authority,2020-04-09,15,187
Doncaster,E08000017,Upper tier local authority,2020-04-09,4,196
Devon,E10000008,Upper tier local authority,2020-04-09,19,336
Derbyshire,E10000007,Upper tier local authority,2020-04-09,24,697
Derby,E06000015,Upper tier local authority,2020-04-09,11,340
Darlington,E06000005,Upper tier local authority,2020-04-09,14,119
Cumbria,E10000006,Upper tier local authority,2020-04-09,51,1156
Croydon,E09000008,Upper tier local authority,2020-04-09,32,932
Coventry,E08000026,Upper tier local authority,2020-04-09,10,370
County Durham,E06000047,Upper tier local authority,2020-04-09,47,514
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-09,18,275
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-09,19,384
Cheshire East,E06000049,Upper tier local authority,2020-04-09,30,371
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-09,2,239
Camden,E09000007,Upper tier local authority,2020-04-09,15,410
Cambridgeshire,E10000003,Upper tier local authority,2020-04-09,10,357
Calderdale,E08000033,Upper tier local authority,2020-04-09,5,128
Bury,E08000002,Upper tier local authority,2020-04-09,7,212
Buckinghamshire,E10000002,Upper tier local authority,2020-04-09,7,454
Bromley,E09000006,Upper tier local authority,2020-04-09,25,720
"Bristol, City of",E06000023,Upper tier local authority,2020-04-09,16,299
Brighton and Hove,E06000043,Upper tier local authority,2020-04-09,6,200
Brent,E09000005,Upper tier local authority,2020-04-09,26,974
Bradford,E08000032,Upper tier local authority,2020-04-09,12,381
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-09,17,198
Bolton,E08000001,Upper tier local authority,2020-04-09,15,321
Blackpool,E06000009,Upper tier local authority,2020-04-09,10,131
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-09,14,140
Birmingham,E08000025,Upper tier local authority,2020-04-09,28,1767
Bexley,E09000004,Upper tier local authority,2020-04-09,15,401
Bedford,E06000055,Upper tier local authority,2020-04-09,1,186
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-09,10,108
Barnsley,E08000016,Upper tier local authority,2020-04-09,12,302
Barnet,E09000003,Upper tier local authority,2020-04-09,27,907
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-09,10,302
Yorkshire and The Humber,E12000003,Region,2020-04-09,180,4684
West Midlands,E12000005,Region,2020-04-09,181,6863
South West,E12000009,Region,2020-04-09,215,3055
South East,E12000008,Region,2020-04-09,289,8410
North West,E12000002,Region,2020-04-09,557,9874
North East,E12000001,Region,2020-04-09,202,3166
London,E12000007,Region,2020-04-09,649,17235
East of England,E12000006,Region,2020-04-09,165,5359
East Midlands,E12000004,Region,2020-04-09,181,3883
England,E92000001,Nation,2020-04-09,2731,64893
York,E06000014,Upper tier local authority,2020-04-08,10,111
