Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-12,0,274
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-12,0,157
Redbridge,E09000026,Upper tier local authority,2020-04-12,0,497
Reading,E06000038,Upper tier local authority,2020-04-12,0,162
Portsmouth,E06000044,Upper tier local authority,2020-04-12,0,182
Plymouth,E06000026,Upper tier local authority,2020-04-12,0,142
Peterborough,E06000031,Upper tier local authority,2020-04-12,0,102
Oxfordshire,E10000025,Upper tier local authority,2020-04-12,0,859
Oldham,E08000004,Upper tier local authority,2020-04-12,0,332
Nottinghamshire,E10000024,Upper tier local authority,2020-04-12,6,660
Nottingham,E06000018,Upper tier local authority,2020-04-12,4,313
Northumberland,E06000057,Upper tier local authority,2020-04-12,0,366
Northamptonshire,E10000021,Upper tier local authority,2020-04-12,0,717
North Yorkshire,E10000023,Upper tier local authority,2020-04-12,0,465
North Tyneside,E08000022,Upper tier local authority,2020-04-12,0,296
North Somerset,E06000024,Upper tier local authority,2020-04-12,0,114
North Lincolnshire,E06000013,Upper tier local authority,2020-04-12,0,122
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-12,0,76
Norfolk,E10000020,Upper tier local authority,2020-04-12,0,649
Newham,E09000025,Upper tier local authority,2020-04-12,4,762
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-12,0,544
Milton Keynes,E06000042,Upper tier local authority,2020-04-12,0,286
Middlesbrough,E06000002,Upper tier local authority,2020-04-12,0,274
Merton,E09000024,Upper tier local authority,2020-04-12,0,477
Medway,E06000035,Upper tier local authority,2020-04-12,0,357
Manchester,E08000003,Upper tier local authority,2020-04-12,0,645
Luton,E06000032,Upper tier local authority,2020-04-12,0,336
Liverpool,E08000012,Upper tier local authority,2020-04-12,0,883
Lincolnshire,E10000019,Upper tier local authority,2020-04-12,0,462
Lewisham,E09000023,Upper tier local authority,2020-04-12,1,689
Leicestershire,E10000018,Upper tier local authority,2020-04-12,3,540
Leicester,E06000016,Upper tier local authority,2020-04-12,3,384
Leeds,E08000035,Upper tier local authority,2020-04-12,0,675
Lancashire,E10000017,Upper tier local authority,2020-04-12,0,1543
Lambeth,E09000022,Upper tier local authority,2020-04-12,0,877
Knowsley,E08000011,Upper tier local authority,2020-04-12,0,293
Kirklees,E08000034,Upper tier local authority,2020-04-12,3,331
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-12,0,289
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-12,0,135
Kent,E10000016,Upper tier local authority,2020-04-12,0,1582
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-12,0,355
Islington,E09000019,Upper tier local authority,2020-04-12,0,323
Isle of Wight,E06000046,Upper tier local authority,2020-04-12,0,51
Hounslow,E09000018,Upper tier local authority,2020-04-12,0,477
Hillingdon,E09000017,Upper tier local authority,2020-04-12,0,500
Hertfordshire,E10000015,Upper tier local authority,2020-04-12,2,1451
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-12,0,104
Havering,E09000016,Upper tier local authority,2020-04-12,1,445
Hartlepool,E06000001,Upper tier local authority,2020-04-12,0,71
Harrow,E09000015,Upper tier local authority,2020-04-12,0,649
Haringey,E09000014,Upper tier local authority,2020-04-12,1,397
Hampshire,E10000014,Upper tier local authority,2020-04-12,7,1598
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-12,0,382
Halton,E06000006,Upper tier local authority,2020-04-12,0,194
Hackney,E09000012,Upper tier local authority,2020-04-12,0,494
Greenwich,E09000011,Upper tier local authority,2020-04-12,3,468
Gloucestershire,E10000013,Upper tier local authority,2020-04-12,0,646
Gateshead,E08000037,Upper tier local authority,2020-04-12,0,266
Essex,E10000012,Upper tier local authority,2020-04-12,1,1498
Enfield,E09000010,Upper tier local authority,2020-04-12,0,525
East Sussex,E10000011,Upper tier local authority,2020-04-12,8,349
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-12,0,222
Ealing,E09000009,Upper tier local authority,2020-04-12,0,726
Dudley,E08000027,Upper tier local authority,2020-04-12,0,418
Dorset,E06000059,Upper tier local authority,2020-04-12,0,198
Doncaster,E08000017,Upper tier local authority,2020-04-12,0,200
Devon,E10000008,Upper tier local authority,2020-04-12,3,373
Derbyshire,E10000007,Upper tier local authority,2020-04-12,0,727
Derby,E06000015,Upper tier local authority,2020-04-12,0,354
Darlington,E06000005,Upper tier local authority,2020-04-12,0,130
Cumbria,E10000006,Upper tier local authority,2020-04-12,0,1219
Croydon,E09000008,Upper tier local authority,2020-04-12,0,963
Coventry,E08000026,Upper tier local authority,2020-04-12,0,391
County Durham,E06000047,Upper tier local authority,2020-04-12,0,573
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-12,1,301
City of London,E09000001,Upper tier local authority,2020-04-12,0,13
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-12,0,411
Cheshire East,E06000049,Upper tier local authority,2020-04-12,0,389
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-12,0,255
Camden,E09000007,Upper tier local authority,2020-04-12,0,425
Cambridgeshire,E10000003,Upper tier local authority,2020-04-12,0,373
Calderdale,E08000033,Upper tier local authority,2020-04-12,8,150
Bury,E08000002,Upper tier local authority,2020-04-12,0,232
Buckinghamshire,E10000002,Upper tier local authority,2020-04-12,0,478
Bromley,E09000006,Upper tier local authority,2020-04-12,0,742
"Bristol, City of",E06000023,Upper tier local authority,2020-04-12,0,335
Brighton and Hove,E06000043,Upper tier local authority,2020-04-12,0,212
Brent,E09000005,Upper tier local authority,2020-04-12,0,1012
Bradford,E08000032,Upper tier local authority,2020-04-12,0,431
Bracknell Forest,E06000036,Upper tier local authority,2020-04-12,0,105
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-12,0,216
Bolton,E08000001,Upper tier local authority,2020-04-12,0,364
Blackpool,E06000009,Upper tier local authority,2020-04-12,0,149
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-12,0,153
Birmingham,E08000025,Upper tier local authority,2020-04-12,0,1854
Bexley,E09000004,Upper tier local authority,2020-04-12,1,421
Bedford,E06000055,Upper tier local authority,2020-04-12,0,209
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-12,0,130
Barnsley,E08000016,Upper tier local authority,2020-04-12,0,336
Barnet,E09000003,Upper tier local authority,2020-04-12,0,942
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-12,0,317
Yorkshire and The Humber,E12000003,Region,2020-04-12,13,5189
West Midlands,E12000005,Region,2020-04-12,11,7306
South West,E12000009,Region,2020-04-12,6,3389
South East,E12000008,Region,2020-04-12,15,8836
North West,E12000002,Region,2020-04-12,0,10510
North East,E12000001,Region,2020-04-12,0,3365
London,E12000007,Region,2020-04-12,13,18010
East of England,E12000006,Region,2020-04-12,3,5733
East Midlands,E12000004,Region,2020-04-12,16,4166
England,E92000001,Nation,2020-04-12,86,69632
York,E06000014,Upper tier local authority,2020-04-11,1,128
Wolverhampton,E08000031,Upper tier local authority,2020-04-11,2,446
Wiltshire,E06000054,Upper tier local authority,2020-04-11,6,236
Westminster,E09000033,Upper tier local authority,2020-04-11,2,480
West Berkshire,E06000037,Upper tier local authority,2020-04-11,2,146
Warwickshire,E10000031,Upper tier local authority,2020-04-11,6,629
Wandsworth,E09000032,Upper tier local authority,2020-04-11,3,718
Waltham Forest,E09000031,Upper tier local authority,2020-04-11,14,536
Wakefield,E08000036,Upper tier local authority,2020-04-11,3,321
Trafford,E08000009,Upper tier local authority,2020-04-11,1,366
Tower Hamlets,E09000030,Upper tier local authority,2020-04-11,12,483
Torbay,E06000027,Upper tier local authority,2020-04-11,1,96
Thurrock,E06000034,Upper tier local authority,2020-04-11,1,190
Swindon,E06000030,Upper tier local authority,2020-04-11,8,176
Sunderland,E08000024,Upper tier local authority,2020-04-11,7,367
Suffolk,E10000029,Upper tier local authority,2020-04-11,2,457
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-11,7,197
Staffordshire,E10000028,Upper tier local authority,2020-04-11,26,914
Southwark,E09000028,Upper tier local authority,2020-04-11,12,933
Southampton,E06000045,Upper tier local authority,2020-04-11,2,231
South Tyneside,E08000023,Upper tier local authority,2020-04-11,2,126
South Gloucestershire,E06000025,Upper tier local authority,2020-04-11,6,217
Somerset,E10000027,Upper tier local authority,2020-04-11,15,207
Solihull,E08000029,Upper tier local authority,2020-04-11,2,344
Shropshire,E06000051,Upper tier local authority,2020-04-11,6,240
Sheffield,E08000019,Upper tier local authority,2020-04-11,32,1246
Sefton,E08000014,Upper tier local authority,2020-04-11,3,469
Salford,E08000006,Upper tier local authority,2020-04-11,2,345
Rotherham,E08000018,Upper tier local authority,2020-04-11,7,349
Rochdale,E08000005,Upper tier local authority,2020-04-11,1,267
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-11,1,274
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-11,1,157
Redbridge,E09000026,Upper tier local authority,2020-04-11,3,497
Reading,E06000038,Upper tier local authority,2020-04-11,1,162
Portsmouth,E06000044,Upper tier local authority,2020-04-11,13,182
Plymouth,E06000026,Upper tier local authority,2020-04-11,1,142
Oldham,E08000004,Upper tier local authority,2020-04-11,1,332
Nottinghamshire,E10000024,Upper tier local authority,2020-04-11,13,654
Nottingham,E06000018,Upper tier local authority,2020-04-11,12,309
Northumberland,E06000057,Upper tier local authority,2020-04-11,8,366
Northamptonshire,E10000021,Upper tier local authority,2020-04-11,10,717
North Yorkshire,E10000023,Upper tier local authority,2020-04-11,4,465
North Tyneside,E08000022,Upper tier local authority,2020-04-11,6,296
North Somerset,E06000024,Upper tier local authority,2020-04-11,1,114
North Lincolnshire,E06000013,Upper tier local authority,2020-04-11,16,122
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-11,3,76
Norfolk,E10000020,Upper tier local authority,2020-04-11,9,649
Newham,E09000025,Upper tier local authority,2020-04-11,25,758
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-11,10,544
Middlesbrough,E06000002,Upper tier local authority,2020-04-11,5,274
Medway,E06000035,Upper tier local authority,2020-04-11,1,357
Manchester,E08000003,Upper tier local authority,2020-04-11,2,645
Liverpool,E08000012,Upper tier local authority,2020-04-11,6,883
Lincolnshire,E10000019,Upper tier local authority,2020-04-11,10,462
Lewisham,E09000023,Upper tier local authority,2020-04-11,9,688
Leicestershire,E10000018,Upper tier local authority,2020-04-11,16,537
Leicester,E06000016,Upper tier local authority,2020-04-11,11,381
Leeds,E08000035,Upper tier local authority,2020-04-11,9,675
Lancashire,E10000017,Upper tier local authority,2020-04-11,10,1543
Lambeth,E09000022,Upper tier local authority,2020-04-11,15,877
Kirklees,E08000034,Upper tier local authority,2020-04-11,7,328
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-11,13,135
Kent,E10000016,Upper tier local authority,2020-04-11,8,1582
Islington,E09000019,Upper tier local authority,2020-04-11,3,323
Hounslow,E09000018,Upper tier local authority,2020-04-11,6,477
Hillingdon,E09000017,Upper tier local authority,2020-04-11,2,500
Hertfordshire,E10000015,Upper tier local authority,2020-04-11,15,1449
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-11,4,104
Havering,E09000016,Upper tier local authority,2020-04-11,5,444
Harrow,E09000015,Upper tier local authority,2020-04-11,4,649
Haringey,E09000014,Upper tier local authority,2020-04-11,1,396
Hampshire,E10000014,Upper tier local authority,2020-04-11,28,1591
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-11,1,382
Hackney,E09000012,Upper tier local authority,2020-04-11,12,494
Greenwich,E09000011,Upper tier local authority,2020-04-11,7,465
Gloucestershire,E10000013,Upper tier local authority,2020-04-11,9,646
Gateshead,E08000037,Upper tier local authority,2020-04-11,8,266
Essex,E10000012,Upper tier local authority,2020-04-11,8,1497
Enfield,E09000010,Upper tier local authority,2020-04-11,9,525
East Sussex,E10000011,Upper tier local authority,2020-04-11,8,341
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-11,6,222
Ealing,E09000009,Upper tier local authority,2020-04-11,8,726
Dorset,E06000059,Upper tier local authority,2020-04-11,2,198
Doncaster,E08000017,Upper tier local authority,2020-04-11,1,200
Devon,E10000008,Upper tier local authority,2020-04-11,7,370
Derbyshire,E10000007,Upper tier local authority,2020-04-11,4,727
Derby,E06000015,Upper tier local authority,2020-04-11,4,354
Darlington,E06000005,Upper tier local authority,2020-04-11,7,130
Cumbria,E10000006,Upper tier local authority,2020-04-11,2,1219
Coventry,E08000026,Upper tier local authority,2020-04-11,1,391
County Durham,E06000047,Upper tier local authority,2020-04-11,21,573
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-11,13,300
Camden,E09000007,Upper tier local authority,2020-04-11,3,425
Calderdale,E08000033,Upper tier local authority,2020-04-11,3,142
Bury,E08000002,Upper tier local authority,2020-04-11,1,232
Buckinghamshire,E10000002,Upper tier local authority,2020-04-11,1,478
Bromley,E09000006,Upper tier local authority,2020-04-11,2,742
"Bristol, City of",E06000023,Upper tier local authority,2020-04-11,17,335
Brighton and Hove,E06000043,Upper tier local authority,2020-04-11,3,212
Brent,E09000005,Upper tier local authority,2020-04-11,4,1012
Bradford,E08000032,Upper tier local authority,2020-04-11,3,431
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-11,2,216
Bolton,E08000001,Upper tier local authority,2020-04-11,1,364
Blackpool,E06000009,Upper tier local authority,2020-04-11,2,149
Birmingham,E08000025,Upper tier local authority,2020-04-11,3,1854
Bexley,E09000004,Upper tier local authority,2020-04-11,9,420
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-11,9,130
Barnsley,E08000016,Upper tier local authority,2020-04-11,13,336
Barnet,E09000003,Upper tier local authority,2020-04-11,8,942
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-11,1,317
Yorkshire and The Humber,E12000003,Region,2020-04-11,121,5176
West Midlands,E12000005,Region,2020-04-11,57,7295
South West,E12000009,Region,2020-04-11,97,3383
South East,E12000008,Region,2020-04-11,67,8821
North West,E12000002,Region,2020-04-11,32,10510
North East,E12000001,Region,2020-04-11,75,3365
London,E12000007,Region,2020-04-11,181,17997
East of England,E12000006,Region,2020-04-11,35,5730
East Midlands,E12000004,Region,2020-04-11,80,4150
England,E92000001,Nation,2020-04-11,785,69546
York,E06000014,Upper tier local authority,2020-04-10,6,127
Worcestershire,E10000034,Upper tier local authority,2020-04-10,9,606
Wolverhampton,E08000031,Upper tier local authority,2020-04-10,22,444
Wokingham,E06000041,Upper tier local authority,2020-04-10,1,153
Wirral,E08000015,Upper tier local authority,2020-04-10,24,526
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-10,1,139
Wiltshire,E06000054,Upper tier local authority,2020-04-10,4,230
Wigan,E08000010,Upper tier local authority,2020-04-10,12,293
Westminster,E09000033,Upper tier local authority,2020-04-10,9,478
West Sussex,E10000032,Upper tier local authority,2020-04-10,11,397
West Berkshire,E06000037,Upper tier local authority,2020-04-10,1,144
Warwickshire,E10000031,Upper tier local authority,2020-04-10,17,623
Warrington,E06000007,Upper tier local authority,2020-04-10,24,328
Wandsworth,E09000032,Upper tier local authority,2020-04-10,23,715
Waltham Forest,E09000031,Upper tier local authority,2020-04-10,16,522
Walsall,E08000030,Upper tier local authority,2020-04-10,5,485
Wakefield,E08000036,Upper tier local authority,2020-04-10,12,318
Trafford,E08000009,Upper tier local authority,2020-04-10,19,365
Tower Hamlets,E09000030,Upper tier local authority,2020-04-10,14,471
Torbay,E06000027,Upper tier local authority,2020-04-10,3,95
Thurrock,E06000034,Upper tier local authority,2020-04-10,3,189
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-10,6,132
Tameside,E08000008,Upper tier local authority,2020-04-10,8,276
Swindon,E06000030,Upper tier local authority,2020-04-10,14,168
Sutton,E09000029,Upper tier local authority,2020-04-10,15,417
Surrey,E10000030,Upper tier local authority,2020-04-10,20,1342
Sunderland,E08000024,Upper tier local authority,2020-04-10,2,360
Suffolk,E10000029,Upper tier local authority,2020-04-10,16,455
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-10,24,190
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-10,3,195
Stockport,E08000007,Upper tier local authority,2020-04-10,29,464
Staffordshire,E10000028,Upper tier local authority,2020-04-10,44,888
St. Helens,E08000013,Upper tier local authority,2020-04-10,9,369
Southwark,E09000028,Upper tier local authority,2020-04-10,25,921
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-10,7,213
Southampton,E06000045,Upper tier local authority,2020-04-10,2,229
South Tyneside,E08000023,Upper tier local authority,2020-04-10,1,124
South Gloucestershire,E06000025,Upper tier local authority,2020-04-10,6,211
Somerset,E10000027,Upper tier local authority,2020-04-10,13,192
Solihull,E08000029,Upper tier local authority,2020-04-10,18,342
Shropshire,E06000051,Upper tier local authority,2020-04-10,6,234
Sheffield,E08000019,Upper tier local authority,2020-04-10,5,1214
Sefton,E08000014,Upper tier local authority,2020-04-10,13,466
Sandwell,E08000028,Upper tier local authority,2020-04-10,18,535
Salford,E08000006,Upper tier local authority,2020-04-10,16,343
Rotherham,E08000018,Upper tier local authority,2020-04-10,17,342
Rochdale,E08000005,Upper tier local authority,2020-04-10,13,266
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-10,6,273
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-10,8,156
Redbridge,E09000026,Upper tier local authority,2020-04-10,8,494
Reading,E06000038,Upper tier local authority,2020-04-10,1,161
Portsmouth,E06000044,Upper tier local authority,2020-04-10,9,169
Plymouth,E06000026,Upper tier local authority,2020-04-10,13,141
Peterborough,E06000031,Upper tier local authority,2020-04-10,1,102
Oxfordshire,E10000025,Upper tier local authority,2020-04-10,48,859
Oldham,E08000004,Upper tier local authority,2020-04-10,26,331
Nottinghamshire,E10000024,Upper tier local authority,2020-04-10,10,641
Nottingham,E06000018,Upper tier local authority,2020-04-10,14,297
Northumberland,E06000057,Upper tier local authority,2020-04-10,18,358
Northamptonshire,E10000021,Upper tier local authority,2020-04-10,25,707
North Yorkshire,E10000023,Upper tier local authority,2020-04-10,21,461
North Tyneside,E08000022,Upper tier local authority,2020-04-10,5,290
North Somerset,E06000024,Upper tier local authority,2020-04-10,4,113
North Lincolnshire,E06000013,Upper tier local authority,2020-04-10,3,106
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-10,4,73
Norfolk,E10000020,Upper tier local authority,2020-04-10,47,640
Newham,E09000025,Upper tier local authority,2020-04-10,23,733
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-10,18,534
Milton Keynes,E06000042,Upper tier local authority,2020-04-10,7,286
Middlesbrough,E06000002,Upper tier local authority,2020-04-10,16,269
Merton,E09000024,Upper tier local authority,2020-04-10,10,477
Medway,E06000035,Upper tier local authority,2020-04-10,11,356
Manchester,E08000003,Upper tier local authority,2020-04-10,30,643
Luton,E06000032,Upper tier local authority,2020-04-10,1,336
Liverpool,E08000012,Upper tier local authority,2020-04-10,28,877
Lincolnshire,E10000019,Upper tier local authority,2020-04-10,27,452
Lewisham,E09000023,Upper tier local authority,2020-04-10,8,679
Leicestershire,E10000018,Upper tier local authority,2020-04-10,26,521
Leicester,E06000016,Upper tier local authority,2020-04-10,20,370
Leeds,E08000035,Upper tier local authority,2020-04-10,41,666
Lancashire,E10000017,Upper tier local authority,2020-04-10,67,1533
Lambeth,E09000022,Upper tier local authority,2020-04-10,14,862
Knowsley,E08000011,Upper tier local authority,2020-04-10,9,293
Kirklees,E08000034,Upper tier local authority,2020-04-10,8,321
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-10,15,289
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-10,18,122
Kent,E10000016,Upper tier local authority,2020-04-10,72,1574
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-10,11,355
Islington,E09000019,Upper tier local authority,2020-04-10,4,320
Isle of Wight,E06000046,Upper tier local authority,2020-04-10,5,51
Hounslow,E09000018,Upper tier local authority,2020-04-10,12,471
Hillingdon,E09000017,Upper tier local authority,2020-04-10,16,498
Hertfordshire,E10000015,Upper tier local authority,2020-04-10,51,1434
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-10,5,100
Havering,E09000016,Upper tier local authority,2020-04-10,20,439
Hartlepool,E06000001,Upper tier local authority,2020-04-10,1,71
Harrow,E09000015,Upper tier local authority,2020-04-10,24,645
Haringey,E09000014,Upper tier local authority,2020-04-10,11,395
Hampshire,E10000014,Upper tier local authority,2020-04-10,49,1563
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-10,14,381
Halton,E06000006,Upper tier local authority,2020-04-10,8,194
Hackney,E09000012,Upper tier local authority,2020-04-10,12,482
Greenwich,E09000011,Upper tier local authority,2020-04-10,14,458
Gloucestershire,E10000013,Upper tier local authority,2020-04-10,47,637
Gateshead,E08000037,Upper tier local authority,2020-04-10,6,258
Essex,E10000012,Upper tier local authority,2020-04-10,34,1489
Enfield,E09000010,Upper tier local authority,2020-04-10,25,516
East Sussex,E10000011,Upper tier local authority,2020-04-10,18,333
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-10,21,216
Ealing,E09000009,Upper tier local authority,2020-04-10,42,718
Dudley,E08000027,Upper tier local authority,2020-04-10,8,418
Dorset,E06000059,Upper tier local authority,2020-04-10,9,196
Doncaster,E08000017,Upper tier local authority,2020-04-10,2,199
Devon,E10000008,Upper tier local authority,2020-04-10,27,363
Derbyshire,E10000007,Upper tier local authority,2020-04-10,15,723
Derby,E06000015,Upper tier local authority,2020-04-10,10,350
Darlington,E06000005,Upper tier local authority,2020-04-10,4,123
Cumbria,E10000006,Upper tier local authority,2020-04-10,32,1217
Croydon,E09000008,Upper tier local authority,2020-04-10,28,963
Coventry,E08000026,Upper tier local authority,2020-04-10,13,390
County Durham,E06000047,Upper tier local authority,2020-04-10,37,552
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-10,12,287
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-10,18,411
Cheshire East,E06000049,Upper tier local authority,2020-04-10,11,389
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-10,2,255
Camden,E09000007,Upper tier local authority,2020-04-10,9,422
Cambridgeshire,E10000003,Upper tier local authority,2020-04-10,6,373
Calderdale,E08000033,Upper tier local authority,2020-04-10,11,139
Bury,E08000002,Upper tier local authority,2020-04-10,15,231
Buckinghamshire,E10000002,Upper tier local authority,2020-04-10,12,477
Bromley,E09000006,Upper tier local authority,2020-04-10,22,740
"Bristol, City of",E06000023,Upper tier local authority,2020-04-10,16,318
Brighton and Hove,E06000043,Upper tier local authority,2020-04-10,8,209
Brent,E09000005,Upper tier local authority,2020-04-10,37,1008
Bradford,E08000032,Upper tier local authority,2020-04-10,15,428
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-10,14,214
Bolton,E08000001,Upper tier local authority,2020-04-10,14,363
Blackpool,E06000009,Upper tier local authority,2020-04-10,16,147
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-10,10,153
Birmingham,E08000025,Upper tier local authority,2020-04-10,53,1851
Bexley,E09000004,Upper tier local authority,2020-04-10,9,411
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-10,13,121
Barnsley,E08000016,Upper tier local authority,2020-04-10,16,323
Barnet,E09000003,Upper tier local authority,2020-04-10,21,934
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-10,10,316
Yorkshire and The Humber,E12000003,Region,2020-04-10,200,5055
West Midlands,E12000005,Region,2020-04-10,248,7238
South West,E12000009,Region,2020-04-10,195,3286
South East,E12000008,Region,2020-04-10,276,8754
North West,E12000002,Region,2020-04-10,451,10478
North East,E12000001,Region,2020-04-10,119,3290
London,E12000007,Region,2020-04-10,527,17816
East of England,E12000006,Region,2020-04-10,168,5695
East Midlands,E12000004,Region,2020-04-10,147,4070
England,E92000001,Nation,2020-04-10,2453,68761
York,E06000014,Upper tier local authority,2020-04-09,9,121
Worcestershire,E10000034,Upper tier local authority,2020-04-09,28,597
Wolverhampton,E08000031,Upper tier local authority,2020-04-09,19,422
Wirral,E08000015,Upper tier local authority,2020-04-09,39,502
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-09,4,138
Wiltshire,E06000054,Upper tier local authority,2020-04-09,13,226
Wigan,E08000010,Upper tier local authority,2020-04-09,13,281
Westminster,E09000033,Upper tier local authority,2020-04-09,15,469
West Sussex,E10000032,Upper tier local authority,2020-04-09,17,386
