Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Darlington,E06000005,Upper tier local authority,2020-04-21,10,,,217,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-21,11,,,307,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-21,18,,,256,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-21,18,,,449,,
Hartlepool,E06000001,Upper tier local authority,2020-04-21,8,,,141,,
England,E92000001,Nation,2020-04-20,3085,3091,-6,102281,101923,358
South West,E12000009,Region,2020-04-20,173,,,5240,,
South East,E12000008,Region,2020-04-20,452,,,14538,,
London,E12000007,Region,2020-04-20,375,,,22674,,
East of England,E12000006,Region,2020-04-20,285,,,8625,,
West Midlands,E12000005,Region,2020-04-20,367,,,10791,,
East Midlands,E12000004,Region,2020-04-20,173,,,5744,,
Yorkshire and The Humber,E12000003,Region,2020-04-20,321,,,8002,,
North West,E12000002,Region,2020-04-20,515,,,16143,,
North East,E12000001,Region,2020-04-20,252,,,6203,,
Worcestershire,E10000034,Upper tier local authority,2020-04-20,31,,,991,,
West Sussex,E10000032,Upper tier local authority,2020-04-20,25,,,950,,
Warwickshire,E10000031,Upper tier local authority,2020-04-20,27,,,956,,
Surrey,E10000030,Upper tier local authority,2020-04-20,63,,,2243,,
Suffolk,E10000029,Upper tier local authority,2020-04-20,58,,,838,,
Staffordshire,E10000028,Upper tier local authority,2020-04-20,53,,,1377,,
Somerset,E10000027,Upper tier local authority,2020-04-20,22,,,391,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-20,36,,,1323,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-20,24,,,940,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-20,39,,,702,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-20,15,,,953,,
Norfolk,E10000020,Upper tier local authority,2020-04-20,41,,,1136,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-20,26,,,703,,
Leicestershire,E10000018,Upper tier local authority,2020-04-20,30,,,766,,
Lancashire,E10000017,Upper tier local authority,2020-04-20,74,,,2316,,
Kent,E10000016,Upper tier local authority,2020-04-20,116,,,2842,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-20,46,,,1992,,
Hampshire,E10000014,Upper tier local authority,2020-04-20,83,,,2347,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-20,21,,,1006,,
Essex,E10000012,Upper tier local authority,2020-04-20,69,,,2076,,
East Sussex,E10000011,Upper tier local authority,2020-04-20,10,,,475,,
Devon,E10000008,Upper tier local authority,2020-04-20,18,,,583,,
Derbyshire,E10000007,Upper tier local authority,2020-04-20,23,,,995,,
Cumbria,E10000006,Upper tier local authority,2020-04-20,38,,,1581,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-20,21,,,599,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-20,12,,,695,,
Westminster,E09000033,Upper tier local authority,2020-04-20,3,,,569,,
Wandsworth,E09000032,Upper tier local authority,2020-04-20,9,,,874,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-20,13,,,671,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-20,9,,,569,,
Sutton,E09000029,Upper tier local authority,2020-04-20,10,,,615,,
Southwark,E09000028,Upper tier local authority,2020-04-20,11,,,1120,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-20,5,,,348,,
Redbridge,E09000026,Upper tier local authority,2020-04-20,15,,,622,,
Newham,E09000025,Upper tier local authority,2020-04-20,9,,,888,,
Merton,E09000024,Upper tier local authority,2020-04-20,11,,,613,,
Lewisham,E09000023,Upper tier local authority,2020-04-20,14,,,842,,
Lambeth,E09000022,Upper tier local authority,2020-04-20,14,,,1061,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-20,9,,,402,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-20,6,,,423,,
Islington,E09000019,Upper tier local authority,2020-04-20,10,,,389,,
Hounslow,E09000018,Upper tier local authority,2020-04-20,11,,,599,,
Hillingdon,E09000017,Upper tier local authority,2020-04-20,21,,,667,,
Havering,E09000016,Upper tier local authority,2020-04-20,11,,,586,,
Harrow,E09000015,Upper tier local authority,2020-04-20,13,,,810,,
Haringey,E09000014,Upper tier local authority,2020-04-20,4,,,510,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-20,8,,,503,,
Hackney,E09000012,Upper tier local authority,2020-04-20,12,,,579,,
Greenwich,E09000011,Upper tier local authority,2020-04-20,9,,,585,,
Enfield,E09000010,Upper tier local authority,2020-04-20,25,,,745,,
Ealing,E09000009,Upper tier local authority,2020-04-20,19,,,968,,
Croydon,E09000008,Upper tier local authority,2020-04-20,26,,,1255,,
Camden,E09000007,Upper tier local authority,2020-04-20,7,,,536,,
Bromley,E09000006,Upper tier local authority,2020-04-20,14,,,946,,
Brent,E09000005,Upper tier local authority,2020-04-20,16,,,1271,,
Bexley,E09000004,Upper tier local authority,2020-04-20,11,,,558,,
Barnet,E09000003,Upper tier local authority,2020-04-20,10,,,1112,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-20,8,,,423,,
City of London,E09000001,Upper tier local authority,2020-04-20,2,,,15,,
Gateshead,E08000037,Upper tier local authority,2020-04-20,14,,,627,,
Wakefield,E08000036,Upper tier local authority,2020-04-20,12,,,439,,
Leeds,E08000035,Upper tier local authority,2020-04-20,43,,,1035,,
Kirklees,E08000034,Upper tier local authority,2020-04-20,7,,,458,,
Calderdale,E08000033,Upper tier local authority,2020-04-20,4,,,202,,
Bradford,E08000032,Upper tier local authority,2020-04-20,21,,,618,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-20,22,,,634,,
Walsall,E08000030,Upper tier local authority,2020-04-20,35,,,764,,
Solihull,E08000029,Upper tier local authority,2020-04-20,23,,,478,,
Sandwell,E08000028,Upper tier local authority,2020-04-20,30,,,829,,
Dudley,E08000027,Upper tier local authority,2020-04-20,17,,,637,,
Coventry,E08000026,Upper tier local authority,2020-04-20,25,,,570,,
Birmingham,E08000025,Upper tier local authority,2020-04-20,54,,,2495,,
Sunderland,E08000024,Upper tier local authority,2020-04-20,56,,,999,,
South Tyneside,E08000023,Upper tier local authority,2020-04-20,25,,,402,,
North Tyneside,E08000022,Upper tier local authority,2020-04-20,7,,,407,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-20,17,,,764,,
Sheffield,E08000019,Upper tier local authority,2020-04-20,64,,,1837,,
Rotherham,E08000018,Upper tier local authority,2020-04-20,19,,,566,,
Doncaster,E08000017,Upper tier local authority,2020-04-20,14,,,359,,
Barnsley,E08000016,Upper tier local authority,2020-04-20,18,,,526,,
Wirral,E08000015,Upper tier local authority,2020-04-20,15,,,849,,
Sefton,E08000014,Upper tier local authority,2020-04-20,15,,,700,,
St. Helens,E08000013,Upper tier local authority,2020-04-20,14,,,516,,
Liverpool,E08000012,Upper tier local authority,2020-04-20,30,,,1225,,
Knowsley,E08000011,Upper tier local authority,2020-04-20,20,,,447,,
Wigan,E08000010,Upper tier local authority,2020-04-20,31,,,585,,
Trafford,E08000009,Upper tier local authority,2020-04-20,16,,,508,,
Tameside,E08000008,Upper tier local authority,2020-04-20,8,,,398,,
Stockport,E08000007,Upper tier local authority,2020-04-20,22,,,695,,
Salford,E08000006,Upper tier local authority,2020-04-20,15,,,571,,
Rochdale,E08000005,Upper tier local authority,2020-04-20,26,,,436,,
Oldham,E08000004,Upper tier local authority,2020-04-20,21,,,632,,
Manchester,E08000003,Upper tier local authority,2020-04-20,33,,,958,,
Bury,E08000002,Upper tier local authority,2020-04-20,22,,,440,,
Bolton,E08000001,Upper tier local authority,2020-04-20,20,,,637,,
Dorset,E06000059,Upper tier local authority,2020-04-20,7,,,264,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-20,9,,,363,,
Northumberland,E06000057,Upper tier local authority,2020-04-20,23,,,648,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-20,11,,,411,,
Bedford,E06000055,Upper tier local authority,2020-04-20,7,,,358,,
Wiltshire,E06000054,Upper tier local authority,2020-04-20,10,,,356,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-20,8,,,424,,
Shropshire,E06000051,Upper tier local authority,2020-04-20,10,,,369,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-20,18,,,627,,
Cheshire East,E06000049,Upper tier local authority,2020-04-20,21,,,671,,
County Durham,E06000047,Upper tier local authority,2020-04-20,50,,,1051,,
Southampton,E06000045,Upper tier local authority,2020-04-20,17,,,382,,
Portsmouth,E06000044,Upper tier local authority,2020-04-20,1,,,238,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-20,8,,,335,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-20,5,,,406,,
Wokingham,E06000041,Upper tier local authority,2020-04-20,7,,,296,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-20,6,,,218,,
Slough,E06000039,Upper tier local authority,2020-04-20,7,,,337,,
Reading,E06000038,Upper tier local authority,2020-04-20,17,,,388,,
West Berkshire,E06000037,Upper tier local authority,2020-04-20,16,,,269,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-20,5,,,180,,
Medway,E06000035,Upper tier local authority,2020-04-20,18,,,541,,
Thurrock,E06000034,Upper tier local authority,2020-04-20,6,,,242,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-20,7,,,268,,
Luton,E06000032,Upper tier local authority,2020-04-20,9,,,539,,
Peterborough,E06000031,Upper tier local authority,2020-04-20,10,,,166,,
Swindon,E06000030,Upper tier local authority,2020-04-20,17,,,304,,
Torbay,E06000027,Upper tier local authority,2020-04-20,10,,,162,,
Plymouth,E06000026,Upper tier local authority,2020-04-20,9,,,224,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-20,16,,,296,,
North Somerset,E06000024,Upper tier local authority,2020-04-20,4,,,177,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-20,21,,,507,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-20,1,,,183,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-20,16,,,320,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-20,10,,,198,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-20,14,,,173,,
Nottingham,E06000018,Upper tier local authority,2020-04-20,18,,,416,,
Leicester,E06000016,Upper tier local authority,2020-04-20,28,,,534,,
Derby,E06000015,Upper tier local authority,2020-04-20,9,,,424,,
York,E06000014,Upper tier local authority,2020-04-20,8,,,200,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-20,17,,,235,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-20,4,,,107,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-20,27,,,406,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-20,24,,,312,,
Blackpool,E06000009,Upper tier local authority,2020-04-20,21,,,311,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-20,8,,,259,,
Warrington,E06000007,Upper tier local authority,2020-04-20,20,,,495,,
Halton,E06000006,Upper tier local authority,2020-04-20,7,,,286,,
Darlington,E06000005,Upper tier local authority,2020-04-20,13,,,207,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-20,16,,,296,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-20,8,,,238,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-20,16,,,431,,
Hartlepool,E06000001,Upper tier local authority,2020-04-20,7,,,133,,
England,E92000001,Nation,2020-04-19,2075,2078,-3,99196,98832,364
South West,E12000009,Region,2020-04-19,154,,,5067,,
South East,E12000008,Region,2020-04-19,299,,,14086,,
London,E12000007,Region,2020-04-19,250,,,22299,,
East of England,E12000006,Region,2020-04-19,178,,,8340,,
West Midlands,E12000005,Region,2020-04-19,239,,,10424,,
East Midlands,E12000004,Region,2020-04-19,153,,,5571,,
Yorkshire and The Humber,E12000003,Region,2020-04-19,218,,,7681,,
North West,E12000002,Region,2020-04-19,347,,,15628,,
North East,E12000001,Region,2020-04-19,155,,,5951,,
Worcestershire,E10000034,Upper tier local authority,2020-04-19,15,,,960,,
West Sussex,E10000032,Upper tier local authority,2020-04-19,18,,,925,,
Warwickshire,E10000031,Upper tier local authority,2020-04-19,31,,,929,,
Surrey,E10000030,Upper tier local authority,2020-04-19,39,,,2180,,
Suffolk,E10000029,Upper tier local authority,2020-04-19,31,,,780,,
Staffordshire,E10000028,Upper tier local authority,2020-04-19,42,,,1324,,
Somerset,E10000027,Upper tier local authority,2020-04-19,8,,,369,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-19,30,,,1287,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-19,11,,,916,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-19,14,,,663,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-19,31,,,938,,
Norfolk,E10000020,Upper tier local authority,2020-04-19,54,,,1095,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-19,27,,,677,,
Leicestershire,E10000018,Upper tier local authority,2020-04-19,20,,,736,,
Lancashire,E10000017,Upper tier local authority,2020-04-19,49,,,2242,,
Kent,E10000016,Upper tier local authority,2020-04-19,68,,,2726,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-19,33,,,1946,,
Hampshire,E10000014,Upper tier local authority,2020-04-19,50,,,2264,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-19,29,,,985,,
Essex,E10000012,Upper tier local authority,2020-04-19,28,,,2007,,
East Sussex,E10000011,Upper tier local authority,2020-04-19,13,,,465,,
Devon,E10000008,Upper tier local authority,2020-04-19,7,,,565,,
Derbyshire,E10000007,Upper tier local authority,2020-04-19,27,,,972,,
Cumbria,E10000006,Upper tier local authority,2020-04-19,19,,,1543,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-19,16,,,578,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-19,16,,,683,,
Westminster,E09000033,Upper tier local authority,2020-04-19,3,,,566,,
Wandsworth,E09000032,Upper tier local authority,2020-04-19,4,,,865,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-19,11,,,658,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-19,6,,,560,,
Sutton,E09000029,Upper tier local authority,2020-04-19,7,,,605,,
Southwark,E09000028,Upper tier local authority,2020-04-19,4,,,1109,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-19,9,,,343,,
Redbridge,E09000026,Upper tier local authority,2020-04-19,7,,,607,,
Newham,E09000025,Upper tier local authority,2020-04-19,6,,,879,,
Merton,E09000024,Upper tier local authority,2020-04-19,6,,,602,,
Lewisham,E09000023,Upper tier local authority,2020-04-19,8,,,828,,
Lambeth,E09000022,Upper tier local authority,2020-04-19,11,,,1047,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-19,2,,,393,,
Hounslow,E09000018,Upper tier local authority,2020-04-19,11,,,588,,
Hillingdon,E09000017,Upper tier local authority,2020-04-19,10,,,646,,
Havering,E09000016,Upper tier local authority,2020-04-19,10,,,575,,
Harrow,E09000015,Upper tier local authority,2020-04-19,13,,,797,,
Haringey,E09000014,Upper tier local authority,2020-04-19,13,,,506,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-19,6,,,495,,
Hackney,E09000012,Upper tier local authority,2020-04-19,5,,,567,,
Greenwich,E09000011,Upper tier local authority,2020-04-19,6,,,576,,
Enfield,E09000010,Upper tier local authority,2020-04-19,7,,,720,,
Ealing,E09000009,Upper tier local authority,2020-04-19,11,,,949,,
Croydon,E09000008,Upper tier local authority,2020-04-19,7,,,1229,,
Camden,E09000007,Upper tier local authority,2020-04-19,5,,,529,,
Bromley,E09000006,Upper tier local authority,2020-04-19,9,,,932,,
Brent,E09000005,Upper tier local authority,2020-04-19,14,,,1255,,
Bexley,E09000004,Upper tier local authority,2020-04-19,19,,,547,,
Barnet,E09000003,Upper tier local authority,2020-04-19,9,,,1102,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-19,11,,,415,,
Gateshead,E08000037,Upper tier local authority,2020-04-19,16,,,613,,
Wakefield,E08000036,Upper tier local authority,2020-04-19,7,,,427,,
Leeds,E08000035,Upper tier local authority,2020-04-19,33,,,992,,
Kirklees,E08000034,Upper tier local authority,2020-04-19,11,,,451,,
Calderdale,E08000033,Upper tier local authority,2020-04-19,2,,,198,,
Bradford,E08000032,Upper tier local authority,2020-04-19,7,,,597,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-19,12,,,612,,
Walsall,E08000030,Upper tier local authority,2020-04-19,10,,,729,,
Solihull,E08000029,Upper tier local authority,2020-04-19,7,,,455,,
Sandwell,E08000028,Upper tier local authority,2020-04-19,21,,,799,,
Dudley,E08000027,Upper tier local authority,2020-04-19,12,,,620,,
Coventry,E08000026,Upper tier local authority,2020-04-19,5,,,545,,
Birmingham,E08000025,Upper tier local authority,2020-04-19,51,,,2441,,
Sunderland,E08000024,Upper tier local authority,2020-04-19,28,,,943,,
South Tyneside,E08000023,Upper tier local authority,2020-04-19,7,,,377,,
North Tyneside,E08000022,Upper tier local authority,2020-04-19,4,,,400,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-19,17,,,747,,
Sheffield,E08000019,Upper tier local authority,2020-04-19,42,,,1773,,
Rotherham,E08000018,Upper tier local authority,2020-04-19,18,,,547,,
Doncaster,E08000017,Upper tier local authority,2020-04-19,9,,,345,,
Barnsley,E08000016,Upper tier local authority,2020-04-19,23,,,508,,
Wirral,E08000015,Upper tier local authority,2020-04-19,26,,,834,,
Sefton,E08000014,Upper tier local authority,2020-04-19,12,,,685,,
St. Helens,E08000013,Upper tier local authority,2020-04-19,3,,,502,,
Liverpool,E08000012,Upper tier local authority,2020-04-19,21,,,1195,,
Knowsley,E08000011,Upper tier local authority,2020-04-19,8,,,427,,
Wigan,E08000010,Upper tier local authority,2020-04-19,18,,,554,,
Trafford,E08000009,Upper tier local authority,2020-04-19,8,,,492,,
Tameside,E08000008,Upper tier local authority,2020-04-19,6,,,390,,
Stockport,E08000007,Upper tier local authority,2020-04-19,14,,,673,,
Salford,E08000006,Upper tier local authority,2020-04-19,11,,,556,,
Rochdale,E08000005,Upper tier local authority,2020-04-19,8,,,410,,
Oldham,E08000004,Upper tier local authority,2020-04-19,18,,,611,,
Manchester,E08000003,Upper tier local authority,2020-04-19,17,,,925,,
Bury,E08000002,Upper tier local authority,2020-04-19,6,,,418,,
Bolton,E08000001,Upper tier local authority,2020-04-19,23,,,617,,
Dorset,E06000059,Upper tier local authority,2020-04-19,6,,,257,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-19,8,,,354,,
Northumberland,E06000057,Upper tier local authority,2020-04-19,20,,,625,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-19,2,,,400,,
Bedford,E06000055,Upper tier local authority,2020-04-19,3,,,351,,
Wiltshire,E06000054,Upper tier local authority,2020-04-19,10,,,346,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-19,6,,,416,,
Shropshire,E06000051,Upper tier local authority,2020-04-19,12,,,359,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-19,18,,,609,,
Cheshire East,E06000049,Upper tier local authority,2020-04-19,21,,,650,,
County Durham,E06000047,Upper tier local authority,2020-04-19,27,,,1001,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-19,1,,,73,,
Southampton,E06000045,Upper tier local authority,2020-04-19,5,,,365,,
Portsmouth,E06000044,Upper tier local authority,2020-04-19,1,,,237,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-19,8,,,327,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-19,7,,,401,,
Wokingham,E06000041,Upper tier local authority,2020-04-19,8,,,289,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-19,4,,,212,,
Slough,E06000039,Upper tier local authority,2020-04-19,6,,,330,,
Reading,E06000038,Upper tier local authority,2020-04-19,6,,,371,,
West Berkshire,E06000037,Upper tier local authority,2020-04-19,6,,,253,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-19,2,,,175,,
Medway,E06000035,Upper tier local authority,2020-04-19,11,,,523,,
Thurrock,E06000034,Upper tier local authority,2020-04-19,1,,,236,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-19,5,,,261,,
Luton,E06000032,Upper tier local authority,2020-04-19,1,,,530,,
Peterborough,E06000031,Upper tier local authority,2020-04-19,4,,,156,,
Swindon,E06000030,Upper tier local authority,2020-04-19,14,,,287,,
Torbay,E06000027,Upper tier local authority,2020-04-19,22,,,152,,
Plymouth,E06000026,Upper tier local authority,2020-04-19,13,,,215,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-19,7,,,280,,
North Somerset,E06000024,Upper tier local authority,2020-04-19,2,,,173,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-19,12,,,486,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-19,10,,,182,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-19,11,,,304,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-19,4,,,188,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-19,6,,,159,,
Nottingham,E06000018,Upper tier local authority,2020-04-19,10,,,398,,
Leicester,E06000016,Upper tier local authority,2020-04-19,23,,,506,,
Derby,E06000015,Upper tier local authority,2020-04-19,4,,,415,,
York,E06000014,Upper tier local authority,2020-04-19,6,,,192,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-19,7,,,218,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-19,1,,,103,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-19,21,,,379,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-19,17,,,288,,
Blackpool,E06000009,Upper tier local authority,2020-04-19,21,,,290,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-19,5,,,251,,
Warrington,E06000007,Upper tier local authority,2020-04-19,7,,,475,,
Halton,E06000006,Upper tier local authority,2020-04-19,8,,,279,,
Darlington,E06000005,Upper tier local authority,2020-04-19,5,,,194,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-19,9,,,280,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-19,8,,,230,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-19,11,,,415,,
Hartlepool,E06000001,Upper tier local authority,2020-04-19,3,,,126,,
England,E92000001,Nation,2020-04-18,2529,2538,-9,97121,96754,367
South West,E12000009,Region,2020-04-18,145,,,4913,,
South East,E12000008,Region,2020-04-18,397,,,13787,,
London,E12000007,Region,2020-04-18,300,,,22049,,
East of England,E12000006,Region,2020-04-18,249,,,8162,,
West Midlands,E12000005,Region,2020-04-18,329,,,10185,,
East Midlands,E12000004,Region,2020-04-18,96,,,5418,,
Yorkshire and The Humber,E12000003,Region,2020-04-18,262,,,7463,,
North West,E12000002,Region,2020-04-18,400,,,15281,,
North East,E12000001,Region,2020-04-18,226,,,5796,,
Worcestershire,E10000034,Upper tier local authority,2020-04-18,33,,,945,,
West Sussex,E10000032,Upper tier local authority,2020-04-18,27,,,907,,
Warwickshire,E10000031,Upper tier local authority,2020-04-18,42,,,898,,
Surrey,E10000030,Upper tier local authority,2020-04-18,47,,,2141,,
Suffolk,E10000029,Upper tier local authority,2020-04-18,62,,,749,,
Staffordshire,E10000028,Upper tier local authority,2020-04-18,47,,,1282,,
Somerset,E10000027,Upper tier local authority,2020-04-18,13,,,361,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-18,34,,,1257,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-18,13,,,905,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-18,18,,,649,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-18,25,,,907,,
Norfolk,E10000020,Upper tier local authority,2020-04-18,40,,,1041,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-18,14,,,650,,
Leicestershire,E10000018,Upper tier local authority,2020-04-18,16,,,716,,
Lancashire,E10000017,Upper tier local authority,2020-04-18,75,,,2193,,
Kent,E10000016,Upper tier local authority,2020-04-18,103,,,2658,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-18,39,,,1913,,
Hampshire,E10000014,Upper tier local authority,2020-04-18,60,,,2214,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-18,32,,,956,,
Essex,E10000012,Upper tier local authority,2020-04-18,40,,,1979,,
East Sussex,E10000011,Upper tier local authority,2020-04-18,14,,,452,,
Devon,E10000008,Upper tier local authority,2020-04-18,14,,,558,,
Derbyshire,E10000007,Upper tier local authority,2020-04-18,7,,,945,,
Cumbria,E10000006,Upper tier local authority,2020-04-18,23,,,1524,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-18,8,,,562,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-18,18,,,667,,
Westminster,E09000033,Upper tier local authority,2020-04-18,3,,,563,,
Wandsworth,E09000032,Upper tier local authority,2020-04-18,11,,,861,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-18,13,,,647,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-18,4,,,554,,
Sutton,E09000029,Upper tier local authority,2020-04-18,3,,,598,,
Southwark,E09000028,Upper tier local authority,2020-04-18,17,,,1105,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-18,3,,,334,,
Redbridge,E09000026,Upper tier local authority,2020-04-18,4,,,600,,
Newham,E09000025,Upper tier local authority,2020-04-18,8,,,873,,
Merton,E09000024,Upper tier local authority,2020-04-18,6,,,596,,
Lewisham,E09000023,Upper tier local authority,2020-04-18,6,,,820,,
Lambeth,E09000022,Upper tier local authority,2020-04-18,11,,,1036,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-18,12,,,391,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-18,6,,,417,,
Islington,E09000019,Upper tier local authority,2020-04-18,3,,,379,,
Hounslow,E09000018,Upper tier local authority,2020-04-18,10,,,577,,
Hillingdon,E09000017,Upper tier local authority,2020-04-18,16,,,636,,
Havering,E09000016,Upper tier local authority,2020-04-18,9,,,565,,
Harrow,E09000015,Upper tier local authority,2020-04-18,12,,,784,,
Haringey,E09000014,Upper tier local authority,2020-04-18,3,,,493,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-18,4,,,489,,
Hackney,E09000012,Upper tier local authority,2020-04-18,5,,,562,,
Greenwich,E09000011,Upper tier local authority,2020-04-18,6,,,570,,
Enfield,E09000010,Upper tier local authority,2020-04-18,10,,,713,,
Ealing,E09000009,Upper tier local authority,2020-04-18,13,,,938,,
Croydon,E09000008,Upper tier local authority,2020-04-18,25,,,1222,,
Camden,E09000007,Upper tier local authority,2020-04-18,14,,,524,,
Bromley,E09000006,Upper tier local authority,2020-04-18,12,,,923,,
Brent,E09000005,Upper tier local authority,2020-04-18,24,,,1241,,
Bexley,E09000004,Upper tier local authority,2020-04-18,9,,,528,,
Barnet,E09000003,Upper tier local authority,2020-04-18,13,,,1093,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-18,5,,,404,,
Gateshead,E08000037,Upper tier local authority,2020-04-18,25,,,597,,
Wakefield,E08000036,Upper tier local authority,2020-04-18,13,,,420,,
Leeds,E08000035,Upper tier local authority,2020-04-18,33,,,959,,
Kirklees,E08000034,Upper tier local authority,2020-04-18,12,,,440,,
Calderdale,E08000033,Upper tier local authority,2020-04-18,4,,,196,,
Bradford,E08000032,Upper tier local authority,2020-04-18,20,,,590,,
