Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Haringey,E09000014,Upper tier local authority,2020-04-07,6,330
Hampshire,E10000014,Upper tier local authority,2020-04-07,61,1305
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-07,5,318
Halton,E06000006,Upper tier local authority,2020-04-07,4,147
Hackney,E09000012,Upper tier local authority,2020-04-07,17,430
Greenwich,E09000011,Upper tier local authority,2020-04-07,13,404
Gloucestershire,E10000013,Upper tier local authority,2020-04-07,7,431
Gateshead,E08000037,Upper tier local authority,2020-04-07,12,238
Essex,E10000012,Upper tier local authority,2020-04-07,11,1148
Enfield,E09000010,Upper tier local authority,2020-04-07,6,416
East Sussex,E10000011,Upper tier local authority,2020-04-07,23,265
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-07,8,148
Ealing,E09000009,Upper tier local authority,2020-04-07,18,585
Dudley,E08000027,Upper tier local authority,2020-04-07,4,358
Dorset,E06000059,Upper tier local authority,2020-04-07,3,142
Devon,E10000008,Upper tier local authority,2020-04-07,12,294
Derbyshire,E10000007,Upper tier local authority,2020-04-07,3,578
Darlington,E06000005,Upper tier local authority,2020-04-07,9,83
Cumbria,E10000006,Upper tier local authority,2020-04-07,19,936
Croydon,E09000008,Upper tier local authority,2020-04-07,7,813
County Durham,E06000047,Upper tier local authority,2020-04-07,40,433
Cornwall and the Isles of Scilly,E06000052,Upper tier local authority,2020-04-07,14,241
Cheshire East,E06000049,Upper tier local authority,2020-04-07,1,259
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-07,1,190
Camden,E09000007,Upper tier local authority,2020-04-07,4,356
Cambridgeshire,E10000003,Upper tier local authority,2020-04-07,1,290
Calderdale,E08000033,Upper tier local authority,2020-04-07,6,110
Bury,E08000002,Upper tier local authority,2020-04-07,3,177
Buckinghamshire,E10000002,Upper tier local authority,2020-04-07,4,364
Bromley,E09000006,Upper tier local authority,2020-04-07,6,618
"Bristol, City of",E06000023,Upper tier local authority,2020-04-07,12,247
Brighton and Hove,E06000043,Upper tier local authority,2020-04-07,4,163
Brent,E09000005,Upper tier local authority,2020-04-07,4,870
Bradford,E08000032,Upper tier local authority,2020-04-07,2,278
Bracknell Forest,E06000036,Upper tier local authority,2020-04-07,8,91
Birmingham,E08000025,Upper tier local authority,2020-04-07,3,1522
Bexley,E09000004,Upper tier local authority,2020-04-07,24,343
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-07,2,84
Barnsley,E08000016,Upper tier local authority,2020-04-07,3,246
Barnet,E09000003,Upper tier local authority,2020-04-07,8,791
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-07,12,263
Yorkshire and The Humber,E12000003,Region,2020-04-07,127,3768
West Midlands,E12000005,Region,2020-04-07,64,5809
South West,E12000009,Region,2020-04-07,94,2462
South East,E12000008,Region,2020-04-07,207,6925
North West,E12000002,Region,2020-04-07,105,7693
North East,E12000001,Region,2020-04-07,165,2750
London,E12000007,Region,2020-04-07,326,15127
East of England,E12000006,Region,2020-04-07,25,4223
East Midlands,E12000004,Region,2020-04-07,66,3292
England,E92000001,Nation,2020-04-07,1244,54191
York,E06000014,Upper tier local authority,2020-04-06,10,88
Worcestershire,E10000034,Upper tier local authority,2020-04-06,9,467
Wolverhampton,E08000031,Upper tier local authority,2020-04-06,22,358
Wokingham,E06000041,Upper tier local authority,2020-04-06,6,133
Wirral,E08000015,Upper tier local authority,2020-04-06,31,350
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-06,3,120
Wiltshire,E06000054,Upper tier local authority,2020-04-06,10,186
Wigan,E08000010,Upper tier local authority,2020-04-06,8,217
Westminster,E09000033,Upper tier local authority,2020-04-06,8,417
West Sussex,E10000032,Upper tier local authority,2020-04-06,12,328
West Berkshire,E06000037,Upper tier local authority,2020-04-06,6,125
Warwickshire,E10000031,Upper tier local authority,2020-04-06,1,458
Warrington,E06000007,Upper tier local authority,2020-04-06,24,206
Wandsworth,E09000032,Upper tier local authority,2020-04-06,29,620
Waltham Forest,E09000031,Upper tier local authority,2020-04-06,24,443
Walsall,E08000030,Upper tier local authority,2020-04-06,13,432
Wakefield,E08000036,Upper tier local authority,2020-04-06,18,227
Trafford,E08000009,Upper tier local authority,2020-04-06,13,273
Tower Hamlets,E09000030,Upper tier local authority,2020-04-06,24,405
Torbay,E06000027,Upper tier local authority,2020-04-06,1,61
Thurrock,E06000034,Upper tier local authority,2020-04-06,2,142
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-06,3,103
Tameside,E08000008,Upper tier local authority,2020-04-06,25,216
Swindon,E06000030,Upper tier local authority,2020-04-06,8,103
Sutton,E09000029,Upper tier local authority,2020-04-06,13,324
Surrey,E10000030,Upper tier local authority,2020-04-06,52,1127
Sunderland,E08000024,Upper tier local authority,2020-04-06,6,343
Suffolk,E10000029,Upper tier local authority,2020-04-06,8,314
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-06,5,125
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-06,9,143
Stockport,E08000007,Upper tier local authority,2020-04-06,33,336
Staffordshire,E10000028,Upper tier local authority,2020-04-06,27,674
St. Helens,E08000013,Upper tier local authority,2020-04-06,23,294
Southwark,E09000028,Upper tier local authority,2020-04-06,38,775
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-06,3,159
Southampton,E06000045,Upper tier local authority,2020-04-06,3,191
South Tyneside,E08000023,Upper tier local authority,2020-04-06,1,117
South Gloucestershire,E06000025,Upper tier local authority,2020-04-06,9,155
Somerset,E10000027,Upper tier local authority,2020-04-06,15,143
Solihull,E08000029,Upper tier local authority,2020-04-06,6,266
Slough,E06000039,Upper tier local authority,2020-04-06,9,181
Shropshire,E06000051,Upper tier local authority,2020-04-06,5,181
Sheffield,E08000019,Upper tier local authority,2020-04-06,5,954
Sefton,E08000014,Upper tier local authority,2020-04-06,27,342
Sandwell,E08000028,Upper tier local authority,2020-04-06,15,430
Salford,E08000006,Upper tier local authority,2020-04-06,10,284
Rotherham,E08000018,Upper tier local authority,2020-04-06,13,251
Rochdale,E08000005,Upper tier local authority,2020-04-06,6,202
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-06,10,234
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-06,9,128
Redbridge,E09000026,Upper tier local authority,2020-04-06,23,373
Reading,E06000038,Upper tier local authority,2020-04-06,3,134
Portsmouth,E06000044,Upper tier local authority,2020-04-06,10,131
Plymouth,E06000026,Upper tier local authority,2020-04-06,5,108
Peterborough,E06000031,Upper tier local authority,2020-04-06,7,85
Oxfordshire,E10000025,Upper tier local authority,2020-04-06,10,584
Oldham,E08000004,Upper tier local authority,2020-04-06,17,259
Nottinghamshire,E10000024,Upper tier local authority,2020-04-06,15,507
Nottingham,E06000018,Upper tier local authority,2020-04-06,19,230
Northumberland,E06000057,Upper tier local authority,2020-04-06,28,256
Northamptonshire,E10000021,Upper tier local authority,2020-04-06,8,546
North Yorkshire,E10000023,Upper tier local authority,2020-04-06,23,338
North Tyneside,E08000022,Upper tier local authority,2020-04-06,31,228
North Somerset,E06000024,Upper tier local authority,2020-04-06,5,92
North Lincolnshire,E06000013,Upper tier local authority,2020-04-06,6,67
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-06,6,55
Norfolk,E10000020,Upper tier local authority,2020-04-06,47,434
Newham,E09000025,Upper tier local authority,2020-04-06,36,598
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-06,31,421
Milton Keynes,E06000042,Upper tier local authority,2020-04-06,5,221
Middlesbrough,E06000002,Upper tier local authority,2020-04-06,17,208
Merton,E09000024,Upper tier local authority,2020-04-06,28,413
Manchester,E08000003,Upper tier local authority,2020-04-06,53,449
Luton,E06000032,Upper tier local authority,2020-04-06,3,216
Liverpool,E08000012,Upper tier local authority,2020-04-06,30,624
Lincolnshire,E10000019,Upper tier local authority,2020-04-06,36,359
Lewisham,E09000023,Upper tier local authority,2020-04-06,43,587
Leicestershire,E10000018,Upper tier local authority,2020-04-06,31,422
Leicester,E06000016,Upper tier local authority,2020-04-06,25,277
Leeds,E08000035,Upper tier local authority,2020-04-06,40,426
Lancashire,E10000017,Upper tier local authority,2020-04-06,73,1115
Lambeth,E09000022,Upper tier local authority,2020-04-06,38,755
Knowsley,E08000011,Upper tier local authority,2020-04-06,29,221
Kirklees,E08000034,Upper tier local authority,2020-04-06,24,238
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-06,12,228
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-06,11,66
Kent,E10000016,Upper tier local authority,2020-04-06,80,1090
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-06,10,291
Islington,E09000019,Upper tier local authority,2020-04-06,5,272
Isle of Wight,E06000046,Upper tier local authority,2020-04-06,3,36
Hounslow,E09000018,Upper tier local authority,2020-04-06,15,387
Hillingdon,E09000017,Upper tier local authority,2020-04-06,20,397
Hertfordshire,E10000015,Upper tier local authority,2020-04-06,40,1094
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-06,11,82
Havering,E09000016,Upper tier local authority,2020-04-06,21,326
Hartlepool,E06000001,Upper tier local authority,2020-04-06,9,48
Harrow,E09000015,Upper tier local authority,2020-04-06,23,538
Haringey,E09000014,Upper tier local authority,2020-04-06,8,324
Hampshire,E10000014,Upper tier local authority,2020-04-06,85,1244
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-06,12,313
Halton,E06000006,Upper tier local authority,2020-04-06,20,143
Hackney,E09000012,Upper tier local authority,2020-04-06,23,413
Greenwich,E09000011,Upper tier local authority,2020-04-06,33,391
Gloucestershire,E10000013,Upper tier local authority,2020-04-06,27,424
Gateshead,E08000037,Upper tier local authority,2020-04-06,3,226
Essex,E10000012,Upper tier local authority,2020-04-06,31,1137
Enfield,E09000010,Upper tier local authority,2020-04-06,23,410
East Sussex,E10000011,Upper tier local authority,2020-04-06,19,242
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-06,15,140
Ealing,E09000009,Upper tier local authority,2020-04-06,28,567
Dudley,E08000027,Upper tier local authority,2020-04-06,6,354
Dorset,E06000059,Upper tier local authority,2020-04-06,6,139
Doncaster,E08000017,Upper tier local authority,2020-04-06,1,168
Devon,E10000008,Upper tier local authority,2020-04-06,14,282
Derbyshire,E10000007,Upper tier local authority,2020-04-06,20,575
Derby,E06000015,Upper tier local authority,2020-04-06,4,302
Darlington,E06000005,Upper tier local authority,2020-04-06,19,74
Cumbria,E10000006,Upper tier local authority,2020-04-06,63,917
Croydon,E09000008,Upper tier local authority,2020-04-06,33,806
County Durham,E06000047,Upper tier local authority,2020-04-06,69,393
Cornwall and the Isles of Scilly,E06000052,Upper tier local authority,2020-04-06,19,227
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-06,15,291
Cheshire East,E06000049,Upper tier local authority,2020-04-06,12,258
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-06,4,189
Camden,E09000007,Upper tier local authority,2020-04-06,14,352
Cambridgeshire,E10000003,Upper tier local authority,2020-04-06,8,289
Calderdale,E08000033,Upper tier local authority,2020-04-06,10,104
Bury,E08000002,Upper tier local authority,2020-04-06,7,174
Buckinghamshire,E10000002,Upper tier local authority,2020-04-06,11,360
Bromley,E09000006,Upper tier local authority,2020-04-06,34,612
"Bristol, City of",E06000023,Upper tier local authority,2020-04-06,13,235
Brighton and Hove,E06000043,Upper tier local authority,2020-04-06,7,159
Brent,E09000005,Upper tier local authority,2020-04-06,34,866
Bradford,E08000032,Upper tier local authority,2020-04-06,13,276
Bracknell Forest,E06000036,Upper tier local authority,2020-04-06,3,83
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-06,5,131
Bolton,E08000001,Upper tier local authority,2020-04-06,10,223
Blackpool,E06000009,Upper tier local authority,2020-04-06,6,98
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-06,3,96
Birmingham,E08000025,Upper tier local authority,2020-04-06,26,1519
Bexley,E09000004,Upper tier local authority,2020-04-06,18,319
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-06,11,82
Barnsley,E08000016,Upper tier local authority,2020-04-06,5,243
Barnet,E09000003,Upper tier local authority,2020-04-06,30,783
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-06,10,251
