Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Norfolk,E10000020,Upper tier local authority,2020-04-20,0,1053
Newham,E09000025,Upper tier local authority,2020-04-20,3,878
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-20,0,738
Milton Keynes,E06000042,Upper tier local authority,2020-04-20,0,390
Middlesbrough,E06000002,Upper tier local authority,2020-04-20,0,407
Merton,E09000024,Upper tier local authority,2020-04-20,0,591
Medway,E06000035,Upper tier local authority,2020-04-20,0,509
Manchester,E08000003,Upper tier local authority,2020-04-20,0,872
Luton,E06000032,Upper tier local authority,2020-04-20,0,485
Liverpool,E08000012,Upper tier local authority,2020-04-20,0,1172
Lincolnshire,E10000019,Upper tier local authority,2020-04-20,0,593
Lewisham,E09000023,Upper tier local authority,2020-04-20,1,826
Leicestershire,E10000018,Upper tier local authority,2020-04-20,7,731
Leicester,E06000016,Upper tier local authority,2020-04-20,2,496
Leeds,E08000035,Upper tier local authority,2020-04-20,1,958
Lancashire,E10000017,Upper tier local authority,2020-04-20,0,2170
Lambeth,E09000022,Upper tier local authority,2020-04-20,0,1037
Knowsley,E08000011,Upper tier local authority,2020-04-20,0,425
Kirklees,E08000034,Upper tier local authority,2020-04-20,3,444
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-20,0,384
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-20,0,259
Kent,E10000016,Upper tier local authority,2020-04-20,0,2597
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-20,0,417
Islington,E09000019,Upper tier local authority,2020-04-20,0,377
Isle of Wight,E06000046,Upper tier local authority,2020-04-20,0,73
Hounslow,E09000018,Upper tier local authority,2020-04-20,0,584
Hillingdon,E09000017,Upper tier local authority,2020-04-20,0,635
Hertfordshire,E10000015,Upper tier local authority,2020-04-20,3,1904
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-20,0,159
Havering,E09000016,Upper tier local authority,2020-04-20,1,569
Hartlepool,E06000001,Upper tier local authority,2020-04-20,0,95
Harrow,E09000015,Upper tier local authority,2020-04-20,0,791
Haringey,E09000014,Upper tier local authority,2020-04-20,0,491
Hampshire,E10000014,Upper tier local authority,2020-04-20,6,2251
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-20,0,489
Halton,E06000006,Upper tier local authority,2020-04-20,0,267
Hackney,E09000012,Upper tier local authority,2020-04-20,3,568
Greenwich,E09000011,Upper tier local authority,2020-04-20,0,572
Gloucestershire,E10000013,Upper tier local authority,2020-04-20,0,972
Gateshead,E08000037,Upper tier local authority,2020-04-20,0,607
Essex,E10000012,Upper tier local authority,2020-04-20,0,1929
Enfield,E09000010,Upper tier local authority,2020-04-20,0,713
East Sussex,E10000011,Upper tier local authority,2020-04-20,4,457
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-20,0,346
Ealing,E09000009,Upper tier local authority,2020-04-20,0,932
Dudley,E08000027,Upper tier local authority,2020-04-20,0,607
Dorset,E06000059,Upper tier local authority,2020-04-20,0,258
Doncaster,E08000017,Upper tier local authority,2020-04-20,1,280
Devon,E10000008,Upper tier local authority,2020-04-20,3,561
Derbyshire,E10000007,Upper tier local authority,2020-04-20,1,946
Derby,E06000015,Upper tier local authority,2020-04-20,0,409
Darlington,E06000005,Upper tier local authority,2020-04-20,0,189
Cumbria,E10000006,Upper tier local authority,2020-04-20,0,1529
Croydon,E09000008,Upper tier local authority,2020-04-20,0,1214
Coventry,E08000026,Upper tier local authority,2020-04-20,0,536
County Durham,E06000047,Upper tier local authority,2020-04-20,0,966
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-20,0,410
City of London,E09000001,Upper tier local authority,2020-04-20,0,13
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-20,0,593
Cheshire East,E06000049,Upper tier local authority,2020-04-20,0,624
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-20,0,379
Camden,E09000007,Upper tier local authority,2020-04-20,0,521
Cambridgeshire,E10000003,Upper tier local authority,2020-04-20,0,549
Calderdale,E08000033,Upper tier local authority,2020-04-20,3,196
Bury,E08000002,Upper tier local authority,2020-04-20,0,348
Buckinghamshire,E10000002,Upper tier local authority,2020-04-20,0,652
Bromley,E09000006,Upper tier local authority,2020-04-20,0,927
"Bristol, City of",E06000023,Upper tier local authority,2020-04-20,1,477
Brighton and Hove,E06000043,Upper tier local authority,2020-04-20,1,319
Brent,E09000005,Upper tier local authority,2020-04-20,0,1238
Bradford,E08000032,Upper tier local authority,2020-04-20,10,602
Bracknell Forest,E06000036,Upper tier local authority,2020-04-20,0,172
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-20,0,346
Bolton,E08000001,Upper tier local authority,2020-04-20,0,582
Blackpool,E06000009,Upper tier local authority,2020-04-20,0,269
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-20,0,242
Birmingham,E08000025,Upper tier local authority,2020-04-20,0,2361
Bexley,E09000004,Upper tier local authority,2020-04-20,3,541
Bedford,E06000055,Upper tier local authority,2020-04-20,0,331
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-20,0,179
Barnsley,E08000016,Upper tier local authority,2020-04-20,0,476
Barnet,E09000003,Upper tier local authority,2020-04-20,0,1095
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-20,0,408
Yorkshire and The Humber,E12000003,Region,2020-04-20,43,7282
West Midlands,E12000005,Region,2020-04-20,8,10117
South West,E12000009,Region,2020-04-20,10,5045
South East,E12000008,Region,2020-04-20,16,13656
North West,E12000002,Region,2020-04-20,1,14788
North East,E12000001,Region,2020-04-20,0,5775
London,E12000007,Region,2020-04-20,14,22072
East of England,E12000006,Region,2020-04-20,3,7967
East Midlands,E12000004,Region,2020-04-20,10,5371
England,E92000001,Nation,2020-04-20,110,96117
York,E06000014,Upper tier local authority,2020-04-19,3,189
Wolverhampton,E08000031,Upper tier local authority,2020-04-19,3,599
Wirral,E08000015,Upper tier local authority,2020-04-19,9,813
Wiltshire,E06000054,Upper tier local authority,2020-04-19,7,379
Wigan,E08000010,Upper tier local authority,2020-04-19,3,452
Westminster,E09000033,Upper tier local authority,2020-04-19,2,563
West Berkshire,E06000037,Upper tier local authority,2020-04-19,3,240
Wandsworth,E09000032,Upper tier local authority,2020-04-19,1,854
Waltham Forest,E09000031,Upper tier local authority,2020-04-19,10,656
Walsall,E08000030,Upper tier local authority,2020-04-19,2,714
Wakefield,E08000036,Upper tier local authority,2020-04-19,1,413
Trafford,E08000009,Upper tier local authority,2020-04-19,5,479
Tower Hamlets,E09000030,Upper tier local authority,2020-04-19,4,557
Torbay,E06000027,Upper tier local authority,2020-04-19,15,144
Thurrock,E06000034,Upper tier local authority,2020-04-19,1,234
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-19,3,180
Tameside,E08000008,Upper tier local authority,2020-04-19,3,383
Swindon,E06000030,Upper tier local authority,2020-04-19,12,284
Sunderland,E08000024,Upper tier local authority,2020-04-19,10,922
Suffolk,E10000029,Upper tier local authority,2020-04-19,4,701
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-19,6,299
Stockport,E08000007,Upper tier local authority,2020-04-19,5,658
Staffordshire,E10000028,Upper tier local authority,2020-04-19,22,1283
Southampton,E06000045,Upper tier local authority,2020-04-19,3,363
South Tyneside,E08000023,Upper tier local authority,2020-04-19,2,371
South Gloucestershire,E06000025,Upper tier local authority,2020-04-19,7,280
Somerset,E10000027,Upper tier local authority,2020-04-19,7,366
Solihull,E08000029,Upper tier local authority,2020-04-19,1,443
Shropshire,E06000051,Upper tier local authority,2020-04-19,5,352
Sheffield,E08000019,Upper tier local authority,2020-04-19,28,1669
Sefton,E08000014,Upper tier local authority,2020-04-19,1,667
Sandwell,E08000028,Upper tier local authority,2020-04-19,2,776
Salford,E08000006,Upper tier local authority,2020-04-19,1,477
Rotherham,E08000018,Upper tier local authority,2020-04-19,21,509
Rochdale,E08000005,Upper tier local authority,2020-04-19,1,328
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-19,2,335
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-19,3,223
Redbridge,E09000026,Upper tier local authority,2020-04-19,1,600
Portsmouth,E06000044,Upper tier local authority,2020-04-19,1,237
Plymouth,E06000026,Upper tier local authority,2020-04-19,13,214
Oldham,E08000004,Upper tier local authority,2020-04-19,13,485
Nottinghamshire,E10000024,Upper tier local authority,2020-04-19,2,888
Nottingham,E06000018,Upper tier local authority,2020-04-19,2,391
Northumberland,E06000057,Upper tier local authority,2020-04-19,17,621
North Yorkshire,E10000023,Upper tier local authority,2020-04-19,7,652
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-19,1,93
Norfolk,E10000020,Upper tier local authority,2020-04-19,22,1053
Newham,E09000025,Upper tier local authority,2020-04-19,5,875
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-19,8,738
Middlesbrough,E06000002,Upper tier local authority,2020-04-19,6,407
Medway,E06000035,Upper tier local authority,2020-04-19,5,509
Manchester,E08000003,Upper tier local authority,2020-04-19,5,872
Liverpool,E08000012,Upper tier local authority,2020-04-19,5,1172
Lincolnshire,E10000019,Upper tier local authority,2020-04-19,3,593
Lewisham,E09000023,Upper tier local authority,2020-04-19,6,825
Leicestershire,E10000018,Upper tier local authority,2020-04-19,9,724
Leicester,E06000016,Upper tier local authority,2020-04-19,12,494
Lancashire,E10000017,Upper tier local authority,2020-04-19,3,2170
Lambeth,E09000022,Upper tier local authority,2020-04-19,4,1037
Knowsley,E08000011,Upper tier local authority,2020-04-19,4,425
Kirklees,E08000034,Upper tier local authority,2020-04-19,7,441
Kent,E10000016,Upper tier local authority,2020-04-19,23,2597
Isle of Wight,E06000046,Upper tier local authority,2020-04-19,1,73
Hounslow,E09000018,Upper tier local authority,2020-04-19,9,584
Hillingdon,E09000017,Upper tier local authority,2020-04-19,2,635
Hertfordshire,E10000015,Upper tier local authority,2020-04-19,12,1901
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-19,6,159
Havering,E09000016,Upper tier local authority,2020-04-19,6,568
Hartlepool,E06000001,Upper tier local authority,2020-04-19,1,95
Harrow,E09000015,Upper tier local authority,2020-04-19,11,791
Haringey,E09000014,Upper tier local authority,2020-04-19,2,491
Hampshire,E10000014,Upper tier local authority,2020-04-19,36,2245
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-19,1,489
Hackney,E09000012,Upper tier local authority,2020-04-19,4,565
Greenwich,E09000011,Upper tier local authority,2020-04-19,4,572
Gloucestershire,E10000013,Upper tier local authority,2020-04-19,16,972
Gateshead,E08000037,Upper tier local authority,2020-04-19,13,607
Essex,E10000012,Upper tier local authority,2020-04-19,1,1929
Enfield,E09000010,Upper tier local authority,2020-04-19,5,713
East Sussex,E10000011,Upper tier local authority,2020-04-19,4,453
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-19,3,346
Ealing,E09000009,Upper tier local authority,2020-04-19,3,932
Dudley,E08000027,Upper tier local authority,2020-04-19,5,607
Dorset,E06000059,Upper tier local authority,2020-04-19,2,258
Doncaster,E08000017,Upper tier local authority,2020-04-19,2,279
Devon,E10000008,Upper tier local authority,2020-04-19,5,558
Derbyshire,E10000007,Upper tier local authority,2020-04-19,6,945
Derby,E06000015,Upper tier local authority,2020-04-19,1,409
Darlington,E06000005,Upper tier local authority,2020-04-19,1,189
Cumbria,E10000006,Upper tier local authority,2020-04-19,16,1529
County Durham,E06000047,Upper tier local authority,2020-04-19,5,966
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-19,4,410
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-19,6,593
Cheshire East,E06000049,Upper tier local authority,2020-04-19,2,624
Cambridgeshire,E10000003,Upper tier local authority,2020-04-19,1,549
Calderdale,E08000033,Upper tier local authority,2020-04-19,1,193
Bury,E08000002,Upper tier local authority,2020-04-19,2,348
Buckinghamshire,E10000002,Upper tier local authority,2020-04-19,2,652
Bromley,E09000006,Upper tier local authority,2020-04-19,3,927
"Bristol, City of",E06000023,Upper tier local authority,2020-04-19,7,476
Brighton and Hove,E06000043,Upper tier local authority,2020-04-19,4,318
Brent,E09000005,Upper tier local authority,2020-04-19,7,1238
Bradford,E08000032,Upper tier local authority,2020-04-19,6,592
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-19,2,346
Bolton,E08000001,Upper tier local authority,2020-04-19,6,582
Birmingham,E08000025,Upper tier local authority,2020-04-19,4,2361
Bexley,E09000004,Upper tier local authority,2020-04-19,13,538
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-19,8,179
Barnsley,E08000016,Upper tier local authority,2020-04-19,14,476
Barnet,E09000003,Upper tier local authority,2020-04-19,6,1095
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-19,4,408
Yorkshire and The Humber,E12000003,Region,2020-04-19,94,7239
West Midlands,E12000005,Region,2020-04-19,59,10109
South West,E12000009,Region,2020-04-19,105,5035
South East,E12000008,Region,2020-04-19,82,13640
North West,E12000002,Region,2020-04-19,90,14787
North East,E12000001,Region,2020-04-19,66,5775
London,E12000007,Region,2020-04-19,115,22058
East of England,E12000006,Region,2020-04-19,41,7964
East Midlands,E12000004,Region,2020-04-19,35,5361
England,E92000001,Nation,2020-04-19,710,96007
York,E06000014,Upper tier local authority,2020-04-18,4,186
Worcestershire,E10000034,Upper tier local authority,2020-04-18,13,916
Wolverhampton,E08000031,Upper tier local authority,2020-04-18,14,596
Wokingham,E06000041,Upper tier local authority,2020-04-18,3,275
Wirral,E08000015,Upper tier local authority,2020-04-18,15,804
Wiltshire,E06000054,Upper tier local authority,2020-04-18,16,372
Wigan,E08000010,Upper tier local authority,2020-04-18,10,449
Westminster,E09000033,Upper tier local authority,2020-04-18,3,561
West Sussex,E10000032,Upper tier local authority,2020-04-18,19,895
West Berkshire,E06000037,Upper tier local authority,2020-04-18,11,237
Warwickshire,E10000031,Upper tier local authority,2020-04-18,28,884
Warrington,E06000007,Upper tier local authority,2020-04-18,7,460
Wandsworth,E09000032,Upper tier local authority,2020-04-18,6,853
Waltham Forest,E09000031,Upper tier local authority,2020-04-18,12,646
Walsall,E08000030,Upper tier local authority,2020-04-18,10,712
Wakefield,E08000036,Upper tier local authority,2020-04-18,6,412
Trafford,E08000009,Upper tier local authority,2020-04-18,14,474
Tower Hamlets,E09000030,Upper tier local authority,2020-04-18,3,553
Torbay,E06000027,Upper tier local authority,2020-04-18,3,129
Thurrock,E06000034,Upper tier local authority,2020-04-18,2,233
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-18,11,177
Tameside,E08000008,Upper tier local authority,2020-04-18,6,380
Swindon,E06000030,Upper tier local authority,2020-04-18,6,272
Sutton,E09000029,Upper tier local authority,2020-04-18,1,595
Surrey,E10000030,Upper tier local authority,2020-04-18,17,2098
Sunderland,E08000024,Upper tier local authority,2020-04-18,31,912
Suffolk,E10000029,Upper tier local authority,2020-04-18,15,697
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-18,12,293
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-18,6,241
Stockport,E08000007,Upper tier local authority,2020-04-18,20,653
Staffordshire,E10000028,Upper tier local authority,2020-04-18,37,1261
St. Helens,E08000013,Upper tier local authority,2020-04-18,5,492
Southwark,E09000028,Upper tier local authority,2020-04-18,13,1098
Southampton,E06000045,Upper tier local authority,2020-04-18,14,360
South Tyneside,E08000023,Upper tier local authority,2020-04-18,12,369
South Gloucestershire,E06000025,Upper tier local authority,2020-04-18,9,273
Somerset,E10000027,Upper tier local authority,2020-04-18,13,359
Solihull,E08000029,Upper tier local authority,2020-04-18,7,442
Slough,E06000039,Upper tier local authority,2020-04-18,3,317
Shropshire,E06000051,Upper tier local authority,2020-04-18,8,347
Sheffield,E08000019,Upper tier local authority,2020-04-18,5,1641
Sefton,E08000014,Upper tier local authority,2020-04-18,9,666
Sandwell,E08000028,Upper tier local authority,2020-04-18,19,774
Salford,E08000006,Upper tier local authority,2020-04-18,12,476
Rotherham,E08000018,Upper tier local authority,2020-04-18,7,488
Rochdale,E08000005,Upper tier local authority,2020-04-18,4,327
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-18,2,333
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-18,4,220
Redbridge,E09000026,Upper tier local authority,2020-04-18,4,599
Reading,E06000038,Upper tier local authority,2020-04-18,4,361
Portsmouth,E06000044,Upper tier local authority,2020-04-18,5,236
Plymouth,E06000026,Upper tier local authority,2020-04-18,2,201
Peterborough,E06000031,Upper tier local authority,2020-04-18,1,147
Oxfordshire,E10000025,Upper tier local authority,2020-04-18,25,1240
Oldham,E08000004,Upper tier local authority,2020-04-18,18,472
Nottinghamshire,E10000024,Upper tier local authority,2020-04-18,11,886
Nottingham,E06000018,Upper tier local authority,2020-04-18,3,389
Northumberland,E06000057,Upper tier local authority,2020-04-18,23,604
Northamptonshire,E10000021,Upper tier local authority,2020-04-18,21,904
North Yorkshire,E10000023,Upper tier local authority,2020-04-18,15,645
North Tyneside,E08000022,Upper tier local authority,2020-04-18,16,395
North Somerset,E06000024,Upper tier local authority,2020-04-18,6,169
North Lincolnshire,E06000013,Upper tier local authority,2020-04-18,2,171
Norfolk,E10000020,Upper tier local authority,2020-04-18,31,1031
Newham,E09000025,Upper tier local authority,2020-04-18,8,870
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-18,16,730
Milton Keynes,E06000042,Upper tier local authority,2020-04-18,1,390
Middlesbrough,E06000002,Upper tier local authority,2020-04-18,22,401
Merton,E09000024,Upper tier local authority,2020-04-18,3,591
Medway,E06000035,Upper tier local authority,2020-04-18,12,504
Manchester,E08000003,Upper tier local authority,2020-04-18,25,867
Luton,E06000032,Upper tier local authority,2020-04-18,1,485
Liverpool,E08000012,Upper tier local authority,2020-04-18,18,1167
Lincolnshire,E10000019,Upper tier local authority,2020-04-18,5,590
Lewisham,E09000023,Upper tier local authority,2020-04-18,5,819
Leicestershire,E10000018,Upper tier local authority,2020-04-18,15,715
Leicester,E06000016,Upper tier local authority,2020-04-18,15,482
Leeds,E08000035,Upper tier local authority,2020-04-18,31,957
Lancashire,E10000017,Upper tier local authority,2020-04-18,65,2167
Lambeth,E09000022,Upper tier local authority,2020-04-18,9,1033
Knowsley,E08000011,Upper tier local authority,2020-04-18,4,421
Kirklees,E08000034,Upper tier local authority,2020-04-18,8,434
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-18,8,384
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-18,13,259
Kent,E10000016,Upper tier local authority,2020-04-18,43,2574
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-18,6,417
Islington,E09000019,Upper tier local authority,2020-04-18,3,377
Isle of Wight,E06000046,Upper tier local authority,2020-04-18,3,72
Hounslow,E09000018,Upper tier local authority,2020-04-18,10,575
Hillingdon,E09000017,Upper tier local authority,2020-04-18,15,633
Hertfordshire,E10000015,Upper tier local authority,2020-04-18,23,1889
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-18,10,153
Havering,E09000016,Upper tier local authority,2020-04-18,6,562
Hartlepool,E06000001,Upper tier local authority,2020-04-18,10,94
Harrow,E09000015,Upper tier local authority,2020-04-18,10,780
Haringey,E09000014,Upper tier local authority,2020-04-18,3,489
Hampshire,E10000014,Upper tier local authority,2020-04-18,57,2209
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-18,4,488
Halton,E06000006,Upper tier local authority,2020-04-18,3,267
Hackney,E09000012,Upper tier local authority,2020-04-18,5,561
Greenwich,E09000011,Upper tier local authority,2020-04-18,5,568
Gloucestershire,E10000013,Upper tier local authority,2020-04-18,32,956
Gateshead,E08000037,Upper tier local authority,2020-04-18,22,594
Essex,E10000012,Upper tier local authority,2020-04-18,10,1928
Enfield,E09000010,Upper tier local authority,2020-04-18,5,708
East Sussex,E10000011,Upper tier local authority,2020-04-18,14,449
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-18,10,343
Ealing,E09000009,Upper tier local authority,2020-04-18,12,929
Dudley,E08000027,Upper tier local authority,2020-04-18,28,602
Dorset,E06000059,Upper tier local authority,2020-04-18,9,256
Devon,E10000008,Upper tier local authority,2020-04-18,12,553
Derbyshire,E10000007,Upper tier local authority,2020-04-18,10,939
Derby,E06000015,Upper tier local authority,2020-04-18,3,408
Darlington,E06000005,Upper tier local authority,2020-04-18,7,188
Cumbria,E10000006,Upper tier local authority,2020-04-18,16,1513
Croydon,E09000008,Upper tier local authority,2020-04-18,19,1214
Coventry,E08000026,Upper tier local authority,2020-04-18,10,536
County Durham,E06000047,Upper tier local authority,2020-04-18,44,961
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-18,9,406
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-18,10,587
Cheshire East,E06000049,Upper tier local authority,2020-04-18,20,622
Camden,E09000007,Upper tier local authority,2020-04-18,13,521
Cambridgeshire,E10000003,Upper tier local authority,2020-04-18,10,548
Calderdale,E08000033,Upper tier local authority,2020-04-18,4,192
Bury,E08000002,Upper tier local authority,2020-04-18,13,346
Buckinghamshire,E10000002,Upper tier local authority,2020-04-18,2,650
Bromley,E09000006,Upper tier local authority,2020-04-18,12,924
"Bristol, City of",E06000023,Upper tier local authority,2020-04-18,12,469
Brighton and Hove,E06000043,Upper tier local authority,2020-04-18,11,314
Brent,E09000005,Upper tier local authority,2020-04-18,23,1231
Bradford,E08000032,Upper tier local authority,2020-04-18,20,586
Bracknell Forest,E06000036,Upper tier local authority,2020-04-18,4,172
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-18,12,344
Bolton,E08000001,Upper tier local authority,2020-04-18,9,576
Blackpool,E06000009,Upper tier local authority,2020-04-18,23,269
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-18,12,242
Birmingham,E08000025,Upper tier local authority,2020-04-18,34,2357
Bexley,E09000004,Upper tier local authority,2020-04-18,8,525
Bedford,E06000055,Upper tier local authority,2020-04-18,3,331
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-18,4,171
Barnsley,E08000016,Upper tier local authority,2020-04-18,2,462
Barnet,E09000003,Upper tier local authority,2020-04-18,10,1089
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-18,5,404
Yorkshire and The Humber,E12000003,Region,2020-04-18,127,7145
West Midlands,E12000005,Region,2020-04-18,241,10050
South West,E12000009,Region,2020-04-18,145,4930
South East,E12000008,Region,2020-04-18,248,13558
North West,E12000002,Region,2020-04-18,338,14697
North East,E12000001,Region,2020-04-18,213,5709
London,E12000007,Region,2020-04-18,251,21943
East of England,E12000006,Region,2020-04-18,96,7923
East Midlands,E12000004,Region,2020-04-18,83,5326
England,E92000001,Nation,2020-04-18,1829,95297
York,E06000014,Upper tier local authority,2020-04-17,12,182
Worcestershire,E10000034,Upper tier local authority,2020-04-17,42,903
Wolverhampton,E08000031,Upper tier local authority,2020-04-17,27,582
Wokingham,E06000041,Upper tier local authority,2020-04-17,24,272
Wirral,E08000015,Upper tier local authority,2020-04-17,30,789
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-17,7,205
Wiltshire,E06000054,Upper tier local authority,2020-04-17,23,356
Wigan,E08000010,Upper tier local authority,2020-04-17,19,439
Westminster,E09000033,Upper tier local authority,2020-04-17,6,558
West Sussex,E10000032,Upper tier local authority,2020-04-17,41,876
